(+)-abscisic acid 8'-hydroxylase	1.14.13.93
alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase	2.4.1.155
alpha-L-fucosidase	3.2.1.51
alpha-L-rhamnosidase	3.2.1.40
alpha-Methylacyl-CoA racemase	5.1.99.4
alpha-N-acetylgalactosaminidase	3.2.1.49
alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase	2.4.99.3
alpha-N-acetylglucosaminidase	3.2.1.50
alpha-N-acetylneuraminate alpha-2,8-sialyltransferase	2.4.99.8
alpha-N-acetylneuraminyl-2,3-beta-galactosyl-13-N-acetylgalactosaminide 6-alpha-sialyltransferase	2.4.99.7
alpha-N-arabinofuranosidase	3.2.1.55
alpha-agarase	3.2.1.158
alpha-amino-acid esterase	3.1.1.43
alpha-amylase	3.2.1.1
alpha-bisabolene synthase	4.2.3.38
alpha-factor-transporting ATPase	3.6.3.48
alpha-galactosidase	3.2.1.22
alpha-glucan, water dikinase	2.7.9.4
alpha-glucosidase	3.2.1.20
alpha-glucuronidase	3.2.1.139
alpha-lytic endopeptidase	3.4.21.12
alpha-mannosidase	3.2.1.24
alpha-neoagaro-oligosaccharide hydrolase	3.2.1.159
alpha-pinene-oxide decyclase	5.5.1.10
alpha-ribazole phosphatase	3.1.3.73
alpha-santonin 1,2-reductase	1.3.1.47
alpha-tubulin N-acetyltransferase	2.3.1.108
alternansucrase	2.4.1.140
alternative-complement-pathway C3/C5 convertase	3.4.21.47
altronate dehydratase	4.2.1.7
amidase	3.5.1.4
amidinoaspartase	3.5.3.14
amidophosphoribosyltransferase	2.4.2.14
amine N-methyltransferase	2.1.1.49
amine dehydrogenase	1.4.99.3
amine sulfotransferase	2.8.2.3
amino-acid N-acetyltransferase	2.3.1.1
aminoacyl-tRNA hydrolase	3.1.1.29
aminoacylase	3.5.1.14
aminobenzoate decarboxylase	4.1.1.24
aminobutyraldehyde dehydrogenase	1.2.1.19
aminocyclopropanecarboxylate oxidase	1.14.17.4
aminodeoxychorismate lyase	4.1.3.38
aminodeoxychorismate synthase	2.6.1.85 (formerly EC 6.3.5.8)
aminoglycoside N3'-acetyltransferase	2.3.1.81
aminoglycoside N6'-acetyltransferase	2.3.1.82
aminoimidazolase	3.5.4.8
aminolevulinate transaminase	2.6.1.43
aminomethyltransferase	2.1.2.10
aminomuconate-semialdehyde dehydrogenase	1.2.1.32
aminopeptidase B	3.4.11.6
aminopeptidase Ey	3.4.11.20
aminopeptidase I	3.4.11.22
aminopeptidase S	3.4.11.24 ()
aminopeptidase Y	3.4.11.15
aminophospholipid translocase	3.6.99.B1 (preliminary BRENDA-supplied EC number)
ammonia kinase	2.7.3.8
amorpha-4,11-diene synthase	4.2.3.24
amygdalin beta-glucosidase	3.2.1.117
amylo-alpha-1,6-glucosidase	3.2.1.33
amylosucrase	2.4.1.4
androst-4-ene-3,17-dione monooxygenase	1.14.99.12
angiotensin-converting enzyme 2	3.4.17.B3 (preliminary BRENDA-supplied EC number)
anhydrosialidase	4.2.2.15
anhydrotetracycline monooxygenase	1.14.13.38
anthocyanidin 3-O-glucosyltransferase	2.4.1.115
anthocyanidin reductase	1.3.1.77
anthocyanin 3'-O-beta-glucosyltransferase	2.4.1.238
anthocyanin 5-O-glucoside 6'''-O-malonyltransferase	2.3.1.172
anthocyanin 6''-O-malonyltransferase	2.3.1.171
anthranilate 1,2-dioxygenase (deaminating, decarboxylating)	1.14.12.1
anthranilate 3-monooxygenase	1.14.16.3
anthranilate 3-monooxygenase (deaminating)	1.14.13.35
anthranilate N-benzoyltransferase	2.3.1.144
anthranilate N-malonyltransferase	2.3.1.113
anthranilate N-methyltransferase	2.1.1.111
anthranilate adenylyltransferase	2.7.7.55
anthranilate phosphoribosyltransferase	2.4.2.18
anthranilate synthase	4.1.3.27
anthranilate-CoA ligase	6.2.1.32
anthraniloyl-CoA monooxygenase	1.14.13.40
anthrax lethal factor endopeptidase	3.4.24.83
aphidicolan-16beta-ol synthase	4.2.3.42
apigenin 4'-O-methyltransferase	2.1.1.75
apiose 1-reductase	1.1.1.114
apo-beta-carotenoid-14',13'-dioxygenase	1.13.12.12
apyrase	3.6.1.5
aquacobalamin reductase	1.16.1.3
aquacobalamin reductase (NADPH)	1.16.1.5
aqualysin 1	3.4.21.111
arabinan endo-1,5-alpha-L-arabinosidase	3.2.1.99
arabinogalactan endo-1,4-beta-galactosidase	3.2.1.89
arachidonate 12-lipoxygenase	1.13.11.31
arachidonate 15-lipoxygenase	1.13.11.33
arachidonate 5-lipoxygenase	1.13.11.34
arachidonate 8-lipoxygenase	1.13.11.40
aralkylamine N-acetyltransferase	2.3.1.87
aralkylamine dehydrogenase	1.4.99.4
arginase	3.5.3.1
arginine 2-monooxygenase	1.13.12.1
arginine N-succinyltransferase	2.3.1.109
arginine deiminase	3.5.3.6
arginine kinase	2.7.3.3
arginine-pyruvate transaminase	2.6.1.84 ()
argininosuccinate lyase	4.3.2.1
arginyltransferase	2.3.2.8
aristolochene synthase	4.2.3.9
arogenate dehydratase	4.2.1.91
arogenate dehydrogenase	1.3.1.43
arogenate dehydrogenase (NADP+)	1.3.1.78
arogenate dehydrogenase [NAD(P)+]	1.3.1.79
aromatic-L-amino-acid decarboxylase	4.1.1.28
aromatic-amino-acid transaminase	2.6.1.57
aromatic-amino-acid-glyoxylate transaminase	2.6.1.60
aromatic-hydroxylamine O-acetyltransferase	2.3.1.56
arsenate reductase (azurin)	1.20.98.1
arsenate reductase (donor)	1.20.99.1
arsenate reductase (glutaredoxin)	1.20.4.1
arsenite methyltransferase	2.1.1.137
arsenite-transporting ATPase	3.6.3.16
aryl sulfotransferase	2.8.2.1
aryl-acylamidase	3.5.1.13
aryl-alcohol dehydrogenase	1.1.1.90
aryl-alcohol dehydrogenase (NADP+)	1.1.1.91
aryl-alcohol oxidase	1.1.3.7
aryl-aldehyde dehydrogenase	1.2.1.29
aryl-aldehyde dehydrogenase (NADP+)	1.2.1.30
aryl-aldehyde oxidase	1.2.3.9
aryl-sulfate sulfotransferase	2.8.2.22
arylamine N-acetyltransferase	2.3.1.5
arylamine glucosyltransferase	2.4.1.71
aryldialkylphosphatase	3.1.8.1
arylesterase	3.1.1.2
arylformamidase	3.5.1.9
arylsulfatase	3.1.6.1
asclepain	3.4.22.7
ascopyrone tautomerase	5.3.3.15
ascorbate 2,3-dioxygenase	1.13.11.13
asparaginase	3.5.1.1
asparagine-oxo-acid transaminase	2.6.1.14
asparaginyl-tRNA synthase (glutamine-hydrolysing)	6.3.5.6
asparagusate reductase	1.8.1.11
aspartate 1-decarboxylase	4.1.1.11
aspartate 4-decarboxylase	4.1.1.12
aspartate N-acetyltransferase	2.3.1.17
aspartate ammonia-lyase	4.3.1.1
aspartate carbamoyltransferase	2.1.3.2
aspartate dehydrogenase	1.4.1.21
aspartate kinase	2.7.2.4
aspartate transaminase	2.6.1.1
aspartate-ammonia ligase (ADP-forming)	6.3.1.4
aspartate-phenylpyruvate transaminase	2.6.1.70
aspartate-prephenate aminotransferase	2.6.1.78
aspartate-semialdehyde dehydrogenase	1.2.1.11
aspartate-tRNAAsn ligase	6.1.1.23
aspartoacylase	3.5.1.15
aspartyl aminopeptidase	3.4.11.21
aspartyltransferase	2.3.2.7
aspulvinone dimethylallyltransferase	2.5.1.35
assemblin	3.4.21.97
astacin	3.4.24.21
atrazine chlorohydrolase	3.8.1.8
atrolysin A	3.4.24.1
atrolysin B	3.4.24.41
atrolysin C	3.4.24.42
atrolysin E	3.4.24.44
atrolysin F	3.4.24.45
atroxase	3.4.24.43
aureolysin	3.4.24.29
aureusidin synthase	1.21.3.6
azobenzene reductase	1.7.1.6
bacillolysin	3.4.24.28
bacterial leucyl aminopeptidase	3.4.11.10
barbiturase	3.5.2.1
benzaldehyde dehydrogenase (NAD+)	1.2.1.28
benzaldehyde dehydrogenase (NADP+)	1.2.1.7
benzene 1,2-dioxygenase	1.14.12.3
benzoate 1,2-dioxygenase	1.14.12.10
benzoate 4-monooxygenase	1.14.13.12
benzoin aldolase	4.1.2.38
benzyl-2-methyl-hydroxybutyrate dehydrogenase	1.1.1.217
benzylsuccinate synthase	4.1.99.11
berbamunine synthase	1.14.21.3
berberine reductase	1.5.1.31
beta-1,3-galactosyl-O-glycosyl-glycoproteinbeta-1,3-N-acetylglucosaminyltransferase	2.4.1.146
beta-1,3-galactosyl-O-glycosyl-glycoproteinbeta-1,6-N-acetylglucosaminyltransferase	2.4.1.102
beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	2.4.1.144
beta-Ala-His dipeptidase	3.4.13.20
beta-D-fucosidase	3.2.1.38
beta-L-arabinosidase	3.2.1.88
beta-L-rhamnosidase	3.2.1.43
beta-Lytic metalloendopeptidase	3.4.24.32
beta-N-acetylgalactosaminidase	3.2.1.53
beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase	2.4.1.38
beta-N-acetylhexosaminidase	3.2.1.52
beta-Phosphoglucomutase	5.4.2.6
beta-adrenergic-receptor kinase	2.7.11.15
beta-agarase	3.2.1.81
beta-alanine-pyruvate transaminase	2.6.1.18
beta-alanopine dehydrogenase	1.5.1.26
beta-alanyl-CoA ammonia-lyase	4.3.1.6
beta-amylase	3.2.1.2
beta-amyrin synthase	5.4.99.B1 (preliminary BRENDA-supplied EC number)
beta-apiosyl-beta-glucosidase	3.2.1.161
beta-aspartyl-N-acetylglucosaminidase	3.2.2.11
beta-aspartyl-peptidase	3.4.19.5
beta-carotene 15,15'-monooxygenase	1.14.99.36
beta-cyclopiazonate dehydrogenase	1.21.99.1
beta-diketone hydrolase	3.7.1.7
beta-fructofuranosidase	3.2.1.26
beta-galactofuranosidase	3.2.1.146
beta-galactosidase	3.2.1.23
beta-galactoside alpha-2,3-sialyltransferase	2.4.99.4
beta-galactoside alpha-2,6-sialyltransferase	2.4.99.1
beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramidebeta-1,3-acetylglucosaminyltransferase	2.4.1.163
beta-glucan-transporting ATPase	3.6.3.42
beta-glucogallin O-galloyltransferase	2.3.1.90
beta-glucogallin-tetrakisgalloylglucose O-galloyltransferase	2.3.1.143
beta-glucosidase	3.2.1.21
beta-glucoside kinase	2.7.1.85
beta-glucuronidase	3.2.1.31
beta-ketoacyl-acyl-carrier-protein synthase I	2.3.1.41
beta-ketoacyl-acyl-carrier-protein synthase II	2.3.1.179
beta-ketoacyl-acyl-carrier-protein synthase III	2.3.1.180
beta-lactamase	3.5.2.6
beta-lysine 5,6-aminomutase	5.4.3.3
beta-mannosidase	3.2.1.25
beta-mannosylphosphodecaprenol-mannooligosaccharide6-mannosyltransferase	2.4.1.199
beta-nitroacrylate reductase	1.3.1.16
beta-primeverosidase	3.2.1.149
beta-pyrazolylalanine synthase	2.5.1.51
beta-ureidopropionase	3.5.1.6
betaine reductase	1.21.4.4
betaine-aldehyde dehydrogenase	1.2.1.8
betaine-homocysteine S-methyltransferase	2.1.1.5
biflaviolin synthase	1.14.21.7
bile acid-CoA:amino acid N-acyltransferase	2.3.1.65
bile-acid 7alpha-dehydratase	4.2.1.106
bile-acid 7alpha-dehydroxylase	1.17.99.5
bile-acid-CoA hydrolase	3.1.2.26
bile-salt sulfotransferase	2.8.2.14
bilirubin oxidase	1.3.3.5
bilirubin-glucuronoside glucuronosyltransferase	2.4.1.95
biliverdin reductase	1.3.1.24
biochanin-A reductase	1.3.1.46
biotin synthase	2.8.1.6
biotin-dependent malonate decarboxylase	4.1.1.89
biotin-independent malonate decarboxylase	4.1.1.88
biotinidase	3.5.1.12
biphenyl 2,3-dioxygenase	1.14.12.18
biphenyl synthase	2.3.1.177
biphenyl-2,3-diol 1,2-dioxygenase	1.13.11.39
bis(2-ethylhexyl)phthalate esterase	3.1.1.60
bis(5'-adenosyl)-triphosphatase	3.6.1.29
bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)	3.6.1.17
bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	3.6.1.41
bis-gamma-glutamylcystine reductase	1.8.1.13
bisphosphoglycerate phosphatase	3.1.3.13
biuret amidohydrolase	3.5.1.84
blasticidin-S deaminase	3.5.4.23
bleomycin hydrolase	3.4.22.40
blood-group-substance endo-1,4-beta-galactosidase	3.2.1.102
bontoxilysin	3.4.24.69
bornyl diphosphate synthase	5.5.1.8
bothrolysin	3.4.24.50
bothropasin	3.4.24.49
bovine leukemia virus protease	3.4.23.B9 (preliminary BRENDA-supplied EC number)
brachyurin	3.4.21.32
branched-chain-2-oxoacid decarboxylase	4.1.1.72
branched-chain-amino-acid transaminase	2.6.1.42
branched-chain-fatty-acid kinase	2.7.2.14
branched-dextran exo-1,2-alpha-glucosidase	3.2.1.115
bromide peroxidase (heme-containing)	1.11.1.B7 (preliminary BRENDA-supplied EC number)
bromide peroxidase (metal-containing)	1.11.1.B8 (preliminary BRENDA-supplied EC number)
bromide peroxidase (vanadium-containing)	1.11.1.B4 (preliminary BRENDA-supplied EC number)
bromoxynil nitrilase	3.5.5.6
butanal dehydrogenase	1.2.1.57
butyrate kinase	2.7.2.7
butyrate-acetoacetate CoA-transferase	2.8.3.9
butyryl-CoA dehydrogenase	1.3.99.2
cAMP-dependent protein kinase	2.7.11.11
cGMP-dependent protein kinase	2.7.11.12
cadmium-transporting ATPase	3.6.3.46
caffeate 3,4-dioxygenase	1.13.11.22
caffeate O-methyltransferase	2.1.1.68
caffeine synthase	2.1.1.160
caffeoyl-CoA O-methyltransferase	2.1.1.104
calcidiol 1-monooxygenase	1.14.13.13
caldesmon-phosphatase	3.1.3.55
calf thymus ribonuclease H	3.1.26.4
calicivirin	3.4.22.66 ()
calmodulin-lysine N-methyltransferase	2.1.1.60
calpain 10	3.4.22.B30 (preliminary BRENDA-supplied EC number)
calpain 11	3.4.22.B31 (preliminary BRENDA-supplied EC number)
calpain 12	3.4.22.B32 (preliminary BRENDA-supplied EC number)
calpain 15	3.4.22.B35 (preliminary BRENDA-supplied EC number)
calpain 4	3.4.22.B24 (preliminary BRENDA-supplied EC number)
calpain 5	3.4.22.B25 (preliminary BRENDA-supplied EC number)
calpain 6	3.4.22.B26 (preliminary BRENDA-supplied EC number)
calpain 7	3.4.22.B27 (preliminary BRENDA-supplied EC number)
calpain 8	3.4.22.B28 (preliminary BRENDA-supplied EC number)
calpain 9	3.4.22.B29 (preliminary BRENDA-supplied EC number)
calpain A	3.4.22.B36 (preliminary BRENDA-supplied EC number)
calpain B	3.4.22.B37 (preliminary BRENDA-supplied EC number)
calpain C	3.4.22.B38 (preliminary BRENDA-supplied EC number)
calpain-1	3.4.22.52
calpain-2	3.4.22.53
calpain-3	3.4.22.54 ()
campesterol 22-hydroxylase	1.14.99.B1 (preliminary BRENDA-supplied EC number)
camphor 1,2-monooxygenase	1.14.15.2
camphor 1,6-monooxygenase	1.14.13.B1 (preliminary BRENDA-supplied EC number)
camphor 5-monooxygenase	1.14.15.1
capsanthin/capsorubin synthase	5.3.99.8
capsular-polysaccharide endo-1,3-alpha-galactosidase	3.2.1.87
capsular-polysaccharide-transporting ATPase	3.6.3.38
carbamate kinase	2.7.2.2
carbamoyl-serine ammonia-lyase	4.3.1.13
carbon-monoxide dehydrogenase (acceptor)	1.2.99.2
carbon-monoxide dehydrogenase (cytochrome b-561)	1.2.2.4
carbon-monoxide dehydrogenase (ferredoxin)	1.2.7.4
carbonate dehydratase	4.2.1.1
carbonyl reductase (NADPH)	1.1.1.184
carboxybiotin decarboxylase	4.3.99.2
carboxylesterase	3.1.1.1
carboxymethylenebutenolidase	3.1.1.45
carboxymethylhydantoinase	3.5.2.4
carboxymethyloxysuccinate lyase	4.2.99.12
carboxypeptidase 1	3.4.17.B1 (preliminary BRENDA-supplied EC number)
carboxypeptidase A	3.4.17.1
carboxypeptidase A2	3.4.17.15
carboxypeptidase B	3.4.17.2
carboxypeptidase C	3.4.16.5
carboxypeptidase D	3.4.16.6
carboxypeptidase E	3.4.17.10
carboxypeptidase M	3.4.17.12
carboxypeptidase T	3.4.17.18
carboxyvinyl-carboxyphosphonate phosphorylmutase	2.7.8.23
carnitinamidase	3.5.1.73
carnitine 3-dehydrogenase	1.1.1.108
carnitine O-acetyltransferase	2.3.1.7
carnitine O-octanoyltransferase	2.3.1.137
carnitine O-palmitoyltransferase	2.3.1.21
carnitine dehydratase	4.2.1.89
carnosine N-methyltransferase	2.1.1.22
carveol dehydrogenase	1.1.1.243
carvone reductase	1.3.99.25
casbene synthase	4.2.3.8
caspase-1	3.4.22.36
caspase-10	3.4.22.63 ()
caspase-11	3.4.22.64 ()
caspase-2	3.4.22.55 ()
caspase-3	3.4.22.56 ()
caspase-4	3.4.22.57 ()
caspase-5	3.4.22.58 ()
caspase-6	3.4.22.59 ()
caspase-7	3.4.22.60 ()
caspase-8	3.4.22.61 ()
caspase-9	3.4.22.62 ()
catalase	1.11.1.6
catechol 1,2-dioxygenase	1.13.11.1
catechol 2,3-dioxygenase	1.13.11.2
catechol O-methyltransferase	2.1.1.6
catechol oxidase	1.10.3.1
catechol oxidase (dimerizing)	1.1.3.14
cathepsin B	3.4.22.1
cathepsin B-like protease	3.4.22.B6 (preliminary BRENDA-supplied EC number)
cathepsin D	3.4.23.5
cathepsin F	3.4.22.41
cathepsin G	3.4.21.20
cathepsin H	3.4.22.16
cathepsin L	3.4.22.15
cathepsin L1	3.4.22.B49 (preliminary BRENDA-supplied EC number)
cathepsin L2	3.4.22.B60 (preliminary BRENDA-supplied EC number)
cathepsin L3	3.4.22.B62 (preliminary BRENDA-supplied EC number)
cathepsin L5	3.4.22.B61 (preliminary BRENDA-supplied EC number)
cathepsin O	3.4.22.42
cathepsin S	3.4.22.27
cathepsin V	3.4.22.43
cathepsin X	3.4.18.1
cellobiose dehydrogenase (acceptor)	1.1.99.18
cellobiose oxidase	1.1.3.25
cellobiose phosphorylase	2.4.1.20
cellodextrin phosphorylase	2.4.1.49
cellulase	3.2.1.4
cellulose 1,4-beta-cellobiosidase	3.2.1.91
cellulose synthase (GDP-forming)	2.4.1.29
cellulose synthase (UDP-forming)	2.4.1.12
cellulose-polysulfatase	3.1.6.7
cephalosporin-C deacetylase	3.1.1.41
cephalosporin-C transaminase	2.6.1.74
ceramidase	3.5.1.23
ceramide cholinephosphotransferase	2.7.8.3
ceramide glucosyltransferase	2.4.1.80
ceramide kinase	2.7.1.138
cerebroside-sulfatase	3.1.6.8
cerevisin	3.4.21.48
cetraxate benzylesterase	3.1.1.70
channel-conductance-controlling ATPase	3.6.3.49
chaperonin ATPase	3.6.4.9
chenodeoxycholoyltaurine hydrolase	3.5.1.74
chitin deacetylase	3.5.1.41
chitin oligosaccharide deacetylase	3.5.1.B2 (preliminary BRENDA-supplied EC number)
chitin synthase	2.4.1.16
chitinase	3.2.1.14
chitobiosyldiphosphodolichol beta-mannosyltransferase	2.4.1.142
chitosanase	3.2.1.132
chloramphenicol O-acetyltransferase	2.3.1.28
chlorate reductase	1.97.1.1
chlordecone reductase	1.1.1.225
chloridazon-catechol dioxygenase	1.13.11.36
chloride methyltransferase	2.1.1.B2 (preliminary BRENDA-supplied EC number)
chloride peroxidase	1.11.1.10
chloride peroxidase (vanadium-containing)	1.11.1.B2 (preliminary BRENDA-supplied EC number)
chlorite O2-lyase	1.13.11.49
chlorogenate hydrolase	3.1.1.42
chlorogenate-glucarate O-hydroxycinnamoyltransferase	2.3.1.98
chlorophenol O-methyltransferase	2.1.1.136
chlorophyll synthase	2.5.1.62
chlorophyll(ide) b reductase	1.1.1.294
chlorophyllase	3.1.1.14
chlorophyllide-a oxygenase	1.13.12.14
chloroplast protein-transporting ATPase	3.6.3.52
cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase	1.1.1.181
cholestanetetraol 26-dehydrogenase	1.1.1.161
cholestanetriol 26-monooxygenase	1.14.13.15
cholestenol DELTA-isomerase	5.3.3.5
cholestenone 5alpha-reductase	1.3.1.22
cholesterol 24-hydroxylase	1.14.13.98
cholesterol 25-hydroxylase	1.14.99.38
cholesterol 7alpha-monooxygenase	1.14.13.17
cholesterol monooxygenase (side-chain-cleaving)	1.14.15.6
cholesterol oxidase	1.1.3.6
cholesterol-5,6-oxide hydrolase	3.3.2.11
choline O-acetyltransferase	2.3.1.6
choline dehydrogenase	1.1.99.1
choline kinase	2.7.1.32
choline monooxygenase	1.14.15.7
choline oxidase	1.1.3.17
choline sulfotransferase	2.8.2.6
choline-phosphate cytidylyltransferase	2.7.7.15
choline-sulfatase	3.1.6.6
cholinesterase	3.1.1.8
choloyl-CoA hydrolase	3.1.2.27
choloylglycine hydrolase	3.5.1.24
chondro-4-sulfatase	3.1.6.9
chondro-6-sulfatase	3.1.6.10
chondroitin 4-sulfotransferase	2.8.2.5
chondroitin 6-sulfotransferase	2.8.2.17
chondroitin AC lyase	4.2.2.5
chondroitin B lyase	4.2.2.19
chondroitin-glucuronate 5-epimerase	5.1.3.19
chondroitin-sulfate-ABC endolyase	4.2.2.20
chondroitin-sulfate-ABC exolyase	4.2.2.21
choriolysin H	3.4.24.67
choriolysin L	3.4.24.66
chorismate lyase	4.1.3.40
chorismate synthase	4.2.3.5
chrysanthemyl diphosphate synthase	2.5.1.67
chymase	3.4.21.39
chymopapain	3.4.22.6
chymosin	3.4.23.4
chymotrypsin	3.4.21.1
chymotrypsin C	3.4.21.2
cinnamate beta-D-glucosyltransferase	2.4.1.177
cinnamoyl-CoA reductase	1.2.1.44
cinnamoyl-CoA:phenyllactate CoA-transferase	2.8.3.17
cinnamyl-alcohol dehydrogenase	1.1.1.195
cis-1,2-dihydro-1,2-dihydroxynaphthalene dehydrogenase	1.3.1.29
cis-1,2-dihydrobenzene-1,2-diol dehydrogenase	1.3.1.19
cis-1,2-dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylatedehydrogenase	1.3.1.67
cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase	1.3.1.56
cis-2-enoyl-CoA reductase (NADPH)	1.3.1.37
cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase	1.3.1.49
cis-dihydroethylcatechol dehydrogenase	1.3.1.66
cis-p-coumarate glucosyltransferase	2.4.1.209
cis-zeatin O-beta-D-glucosyltransferase	2.4.1.215
citramalate CoA-transferase	2.8.3.11
citramalate lyase	4.1.3.22
citramalyl-CoA lyase	4.1.3.25
citrate (Re)-synthase	2.3.3.3
citrate (Si)-synthase	2.3.3.1
citrate (pro-3S)-lyase	4.1.3.6
citrate CoA-transferase	2.8.3.10
citrate lyase holo-[acyl-carrier protein] synthase	2.7.7.61
citrate-CoA ligase	6.2.1.18
citrate-lyase deacetylase	3.1.2.16
citronellyl-CoA dehydrogenase	1.3.99.B2 (preliminary BRENDA-suppplied EC number)
citrullinase	3.5.1.20
citryl-CoA lyase	4.1.3.34
classical-complement-pathway C3/C5 convertase	3.4.21.43
clavaminate synthase	1.14.11.21
clostripain	3.4.22.8
coagulation factor IXa	3.4.21.22
coagulation factor VIIa	3.4.21.21
coagulation factor XIIa	3.4.21.38
coagulation factor XIa	3.4.21.27
coagulation factor Xa	3.4.21.6
cob(I)yrinic acid a,c-diamide adenosyltransferase	2.5.1.17
cob(II)alamin reductase	1.16.1.4
cob(II)yrinic acid a,c-diamide reductase	1.16.8.1
cobalt-factor II C20-methyltransferase	2.1.1.151
cobaltochelatase	6.6.1.2
coccolysin	3.4.24.30
codeinone reductase (NADPH)	1.1.1.247
coenzyme F420 hydrogenase	1.12.98.1
coenzyme-B sulfoethylthiotransferase	2.8.4.1
columbamine O-methyltransferase	2.1.1.118
columbamine oxidase	1.21.3.2
complement factor D	3.4.21.46
complement factor I	3.4.21.45
complement subcomponent C1r	3.4.21.41
complement subcomponent C1s	3.4.21.42
coniferin beta-glucosidase	3.2.1.126
coniferyl-alcohol dehydrogenase	1.1.1.194
coniferyl-alcohol glucosyltransferase	2.4.1.111
coniferyl-aldehyde dehydrogenase	1.2.1.68
copalyl diphosphate synthase	5.5.1.12
coproporphyrinogen dehydrogenase	1.3.99.22
coproporphyrinogen oxidase	1.3.3.3
corticosterone 18-monooxygenase	1.14.15.5
cortisol O-acetyltransferase	2.3.1.27
cortisol sulfotransferase	2.8.2.18
cortisone alpha-reductase	1.3.1.4
corydaline synthase	2.1.1.147
creatinase	3.5.3.3
creatine kinase	2.7.3.2
creatininase	3.5.2.10
creatinine deaminase	3.5.4.21
crossover junction endodeoxyribonuclease	3.1.22.4
cruzipain	3.4.22.51
ctpB peptidase	3.4.21.B49 (preliminary BRENDA-supplied EC number)
cucumisin	3.4.21.25
cucurbitacin DELTA23-reductase	1.3.1.5
cutinase	3.1.1.74
cyanamide hydratase	4.2.1.69
cyanase	4.2.1.104
cyanide hydratase	4.2.1.66
cyanidin 3-O-rutinoside 5-O-glucosyltransferase	2.4.1.116
cyanoalanine nitrilase	3.5.5.4
cyanocobalamin reductase (cyanide-eliminating)	1.16.1.6
cyanohydrin beta-glucosyltransferase	2.4.1.85
cyanophycin synthase (L-arginine-adding)	6.3.2.30 ()
cyanophycin synthase (L-aspartate-adding)	6.3.2.29 ()
cyanophycinase	3.4.15.6 ()
cyanuric acid amidohydrolase	3.5.2.15
cyclamate sulfohydrolase	3.10.1.2
cyclic alcohol dehydrogenase	1.1.5.B4 (preliminary BRENDA-supplied EC number)
cyclic-guanylate-specific phosphodiesterase	3.1.4.52
cyclin-dependent kinase	2.7.11.22
cycloartenol 24-C-methyltransferase	2.1.1.142
cyclohexa-1,5-dienecarbonyl-CoA hydratase	4.2.1.100
cyclohexane-1,2-diol dehydrogenase	1.1.1.174
cyclohexane-1,3-dione hydrolase	3.7.1.10
cyclohexanol dehydrogenase	1.1.1.245
cyclohexanone monooxygenase	1.14.13.22
cyclohexyl-isocyanide hydratase	4.2.1.103
cyclohexylamine oxidase	1.4.3.12
cyclomaltodextrin glucanotransferase	2.4.1.19
cyclomaltodextrinase	3.2.1.54
cyclopentanol dehydrogenase	1.1.1.163
cyclopentanone monooxygenase	1.14.13.16
cyclopropane-fatty-acyl-phospholipid synthase	2.1.1.79
cystathionine beta-lyase	4.4.1.8
cystathionine gamma-lyase	4.4.1.1
cystathionine gamma-synthase	2.5.1.48
cysteamine dioxygenase	1.13.11.19
cysteine desulfurase	2.8.1.7
cysteine dioxygenase	1.13.11.20
cysteine lyase	4.4.1.10
cysteine synthase	2.5.1.47
cysteine transaminase	2.6.1.3
cysteine-S-conjugate N-acetyltransferase	2.3.1.80
cysteine-S-conjugate beta-lyase	4.4.1.13
cysteine-conjugate transaminase	2.6.1.75
cystine reductase	1.8.1.6
