1.1.1.198	(+)-borneol:NAD+ oxidoreductase
5.1.1.10	Amino-acid racemase
6.2.1.15	Arachidonate:CoA ligase (AMP-forming)
5.1.1.9	Arginine racemase
4.1.1.28	Aromatic-L-amino-acid carboxy-lyase
3.5.5.5	Arylacetonitrile aminohydrolase
5.1.1.13	Aspartate racemase
6.2.1.25	Benzoate:CoA ligase (AMP-forming)
5.99.1.1	Benzyl-thiocyanate isomerase
6.3.4.14	Biotin-carboxyl-carrier-protein:carbon-dioxide ligase (ADP-forming)
6.2.1.11	Biotin:CoA ligase (AMP-forming)
6.3.4.15	Biotin:apo-[acetyl-CoA:carbon-dioxide ligase (ADP-forming)] ligase(AMP-forming)
6.3.4.10	Biotin:apo-[propanoyl-CoA:carbon-dioxide ligase (ADP-forming)] ligase(AMP-forming)
1.2.1.57	Butanal:NAD(P)+ oxidoreductase (CoA-acylating)
6.2.1.2	Butanoate:CoA ligase (AMP-forming)
5.1.3.10	CDP-3,6-dideoxy-D-glucose 2-epimerase
1.17.1.1	CDP-4-dehydro-3,6-dideoxy-D-glucose:NAD(P)+ 3-oxidoreductase
2.4.1.60	CDP-abequose:D-mannosyl-L-rhamnosyl-D-galactose-1-diphospholipidD-abequosyltransferase
3.6.1.53	CDP-choline phosphohydrolase
2.7.8.2	CDP-choline:1,2-diacyl-sn-glycerol cholinephosphotransferase
2.7.8.22	CDP-choline:1-alkenyl-2-acylglycerol cholinephosphotransferase
2.7.8.3	CDP-choline:N-acylsphingosine cholinephosphotransferase
2.7.8.10	CDP-choline:sphingosine cholinephosphotransferase
3.6.1.26	CDP-diacylglycerol phosphatidylhydrolase
2.7.8.8	CDP-diacylglycerol:L-serine 3-sn-phosphatidyltransferase
2.7.8.24	CDP-diacylglycerol:choline O-phosphatidyltransferase
2.7.8.11	CDP-diacylglycerol:myo-inositol 3-phosphatidyltransferase
2.7.8.5	CDP-diacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase
2.7.8.1	CDP-ethanolamine:1,2-diacyl-sn-glycerol ethanolaminephosphotransferase
2.7.8.4	CDP-ethanolamine:L-serine ethanolamine phosphotransferase
4.2.1.45	CDP-glucose 4,6-hydro-lyase (CDP-4-dehydro-6-deoxy-D-glucose-forming)
3.6.1.16	CDP-glycerol phosphoglycerohydrolase
2.7.8.12	CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase
2.7.8.14	CDP-ribitol:poly(ribitol phosphate) ribitolphosphotransferase
1.14.18.2	CMP-N-acetylneuraminate,ferrocytochrome-b5:oxygen oxidoreductase(N-acetyl-hydroxylating)
2.4.99.5	CMP-N-acetylneuraminate:1,2-diacyl-3-beta-D-galactosyl-sn-glycerolN-acetylneuraminyltransferase
2.4.99.2	CMP-N-acetylneuraminate:D-galactosyl-N-acetyl-D-galactosaminyl-(Nacetylneuraminyl)-D-galactosyl-D-glucosyl-(1&#8596;1)-ceramideN-acetylneuraminyltransferase
2.4.99.7	CMP-N-acetylneuraminate:N-acetyl-alpha-neuraminyl-(2->3)-beta-Dgalactosyl-(1->3)- N-acetyl-D-galactosaminidegalactosamine-6-alpha-N-acetylneuraminyltransferase
2.4.99.8	CMP-N-acetylneuraminate:alpha-N-acetylneuraminyl-(2->3)-beta-Dgalactoside alpha-(2->8)-N-acetylneuraminyltransferase
2.4.99.4	CMP-N-acetylneuraminate:beta-D-galactosidealpha-(2->3)-N-acetylneuraminyl-transferase
2.4.99.6	CMP-N-acetylneuraminate:beta-D-galactosyl-(1->4)-N-acetyl-Dglucosaminyl-glycoprotein alpha-(2->3)-N-acetylneuraminyltransferase
2.4.99.1	CMP-N-acetylneuraminate:beta-D-galactosyl-(1->4)-N-acetyl-beta-Dglucosamine alpha-(2->6)-N-acetylneuraminyltransferase
2.4.99.10	CMP-N-acetylneuraminate:beta-D-galactosyl-(1->4)-N-acetyl-beta-Dglucosaminyl-(1->3)-beta-D-galactosyl-(1->4)-D-glucosyl-(13)-sialyltransferase
2.4.99.9	CMP-N-acetylneuraminate:beta-D-galactosyl-(1->4)-beta-D-glucosyl-(13)-N-acetylneuraminyltransferase
2.4.99.11	CMP-N-acetylneuraminate:beta-D-galactosyl-(1->4)-beta-D-glucosyl-(16)-N-acetylneuraminyltransferase
2.4.99.3	CMP-N-acetylneuraminate:glycano-13-(N-acetyl-alpha-D-galactosaminyl)-glycoproteinalpha-2,6-N-acetylneuraminyltransferase
3.1.4.40	CMP-N-acylneuraminate N-acylneuraminohydrolase
4.6.1.6	CTP diphosphate-lyase (cyclizing; 3',5'-cyclic-CMP-forming)
2.7.1.B4 (preliminary BRENDA-supplied EC number)	CTP:1,2-diacyl-sn-glycerol 3-phosphotransferase
2.7.7.67 ()	CTP:2,3-bis-O-(geranylgeranyl)-sn-glycero-1-phosphatecytidylyltransferase
2.7.7.60	CTP:2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
2.7.7.38	CTP:3-deoxy-D-manno-octulosonate cytidylyltransferase
2.7.7.40	CTP:D-ribitol-5-phosphate cytidylyltransferase
2.7.7.43	CTP:N-acylneuraminate cytidylyltransferase
2.7.7.57	CTP:N-methylethanolamine-phosphate cytidylyltransferase
2.7.7.33	CTP:alpha-D-glucose-1-phosphate cytidylyltransferase
2.7.7.15	CTP:choline-phosphate cytidylyltransferase
2.7.1.108	CTP:dolichol O-phosphotransferase
2.7.7.14	CTP:ethanolamine-phosphate cytidylyltransferase
2.7.7.41	CTP:phosphatidate cytidylyltransferase
2.7.1.161	CTP:riboflavin 5&#8242;-phosphotransferase
2.7.7.39	CTP:sn-glycerol-3-phosphate cytidylyltransferase
2.7.7.21	CTP:tRNA cytidylyltransferase
6.3.4.16	Carbon-dioxide:ammonia ligase (ADP-forming, carbamate-phosphorylating)
5.1.3.11	Cellobiose 2-epimerase
6.2.1.7	Cholate:CoA ligase (AMP-forming)
5.4.99.5	Chorismate pyruvatemutase
2.7.8.7	CoA-[4'-phosphopantetheine]:apo-[acyl-carrier protein]4'-pantetheinephosphotransferase
1.8.1.14	CoA:NAD(P)+ oxidoreductase
1.8.4.3	CoA:glutathione-disulfide oxidoreductase
5.5.1.9	Cycloeucalenol lyase (cyclopropane-decyclizing)
1.3.99.15	Cyclohexa-1,5-diene-1-carbonyl-CoA:acceptor oxidoreductase(aromatizing, ATP-forming)
1.3.99.14	Cyclohexanone:acceptor 2-oxidoreductase
1.13.12.6	Cypridina-luciferin:oxygen 2-oxidoreductase (decarboxylating)
5.4.3.4	D-2,6-diaminohexanoate 5,6-aminomutase
2.6.1.72	D-4-hydroxyphenylglycine:2-oxoglutarate aminotransferase
5.1.99.5	D-5-monosubstituted-hydantoin racemase
6.3.2.16	D-Alanine:alanyl-poly(glycerolphosphate) ligase (ADP-forming)
6.1.1.13	D-Alanine:poly(phosphoribitol) ligase (AMP-forming)
1.1.3.37	D-Arabinono-1,4-lactone:oxygen oxidoreductase
5.1.3.15	D-Glucose-6-phosphate 1-epimerase
1.1.99.28	D-Glucose:D-fructose oxidoreductase
1.2.1.59	D-Glyceraldehyde 3-phosphate:NAD(P)+ oxidoreductase (phosphorylating)
5.4.2.1	D-Phosphoglycerate 2,3-phosphomutase
5.1.3.1	D-Ribulose-5-phosphate 3-epimerase
2.6.1.21	D-alanine:2-oxoglutarate aminotransferase
6.3.2.4	D-alanine:D-alanine ligase (ADP-forming)
1.1.99.13	D-aldohexoside:acceptor 3-oxidoreductase
1.1.1.200	D-aldose-6-phosphate:NADP+ 1-oxidoreductase
1.1.1.121	D-aldose:NAD+ 1-oxidoreductase
4.2.1.7	D-altronate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)
1.1.1.58	D-altronate:NAD+ 3-oxidoreductase
1.4.99.1	D-amino-acid:acceptor oxidoreductase (deaminating)
1.4.3.3	D-amino-acid:oxygen oxidoreductase (deaminating)
1.1.1.114	D-apiitol:NAD+ 1-oxidoreductase
1.1.1.250	D-arabinitol:NAD+ 2-oxidoreductase (D-ribulose-forming)
1.1.1.11	D-arabinitol:NAD+ 4-oxidoreductase
1.1.1.287	D-arabinitol:NADP+ oxidoreductase
4.1.2.43	D-arabino-hex-3-ulose-6-phosphate formaldehyde-lyase(D-ribulose-5-phosphate-forming)
5.3.1.27	D-arabino-hex-3-ulose-6-phosphate isomerase
4.2.1.5	D-arabinonate hydro-lyase (2-dehydro-3-deoxy-D-arabinonate-forming)
3.1.1.30	D-arabinono-1,4-lactone lactonohydrolase
5.3.1.3	D-arabinose aldose-ketose-isomerase
5.3.1.13	D-arabinose-5-phosphate aldose-ketose-isomerase
1.1.1.117	D-arabinose:NAD(P)+ 1-oxidoreductase
1.1.1.116	D-arabinose:NAD+ 1-oxidoreductase
1.1.1.B1 (preliminary BRENDA-supplied EC number)	D-arabitol-phosphate:NAD(P)+ oxidoreductase
3.5.3.10	D-arginine amidinohydrolase
6.3.1.12	D-aspartate:[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-DAla-D-Ala)]n ligase (ADP-forming)
1.4.3.1	D-aspartate:oxygen oxidoreductase (deaminating)
4.4.1.15	D-cysteine sulfide-lyase (deaminating; pyruvate-forming)
4.1.1.84	D-dopachrome carboxy-lyase (5,6-dihydroxyindole-forming)
4.2.1.19	D-erythro-1-(imidazol-4-yl)glycerol-3-phosphate hydro-lyase[3-(imidazol-4-yl)-2-oxopropyl-phosphate-forming]
1.1.1.102	D-erythro-dihydrosphingosine:NADP+ 3-oxidoreductase
1.2.1.72	D-erythrose 4-phosphate:NAD+ oxidoreductase
3.1.3.11	D-fructose-1,6-bisphosphate 1-phosphohydrolase
4.1.2.13	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase(glycerone-phosphate-forming)
4.1.2.22	D-fructose-6-phosphate D-erythrose-4-phosphate-lyase (adding phosphate;acetyl-phosphate-forming)
1.1.1.124	D-fructose:NADP+ 5-oxidoreductase
1.1.99.11	D-fructose:acceptor 5-oxidoreductase
4.2.1.67	D-fuconate hydro-lyase (2-dehydro-3-deoxy-D-fuconate-forming)
4.2.1.42	D-galactarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)
4.2.1.6	D-galactonate hydro-lyase (2-dehydro-3-deoxy-D-galactonate-forming)
5.1.3.B1 (preliminary BRENDA-supplied EC number)	D-galactose 1-epimerase
5.3.1.26	D-galactose-6-phosphate aldose-ketose-isomerase
2.5.1.5	D-galactose-6-sulfate:alkyltransferase (cyclizing)
1.1.1.48	D-galactose:NAD+ 1-oxidoreductase
1.1.1.120	D-galactose:NADP+ 1-oxidoreductase
1.1.3.9	D-galactose:oxygen 6-oxidoreductase
3.2.1.47	D-galactosyl-D-galactosyl-D-glucosyl-N-acylsphingosine galactohydrolase
3.2.1.97	D-galactosyl-N-acetyl-alpha-D-galactosamineD-galactosyl-N-acetyl-galactosaminohydrolase
3.2.1.46	D-galactosyl-N-acylsphingosine galactohydrolase
4.2.1.40	D-glucarate hydro-lyase (5-dehydro-4-deoxy-D-glucarate-forming)
1.1.1.289	D-glucitol:NADP+ oxidoreductase
4.2.1.39	D-gluconate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)
1.1.1.69	D-gluconate:NAD(P)+ 5-oxidoreductase
1.1.1.215	D-gluconate:NADP+ oxidoreductase
1.1.99.3	D-gluconate:acceptor 2-oxidoreductase
1.1.5.B4 (preliminary BRENDA-supplied EC number)	D-gluconate:ubiquinone oxidoreductase
3.1.1.17	D-glucono-1,5-lactone lactonohydrolase
4.3.1.9	D-glucosaminate ammonia-lyase (isomerizing;2-dehydro-3-deoxy-D-gluconate-forming)
2.7.1.41	D-glucose-1-phosphate:D-glucose-1-phosphate 6-phosphotransferase
5.3.1.9	D-glucose-6-phosphate aldose-ketose-isomerase
3.1.3.9	D-glucose-6-phosphate phosphohydrolase
1.1.1.49	D-glucose-6-phosphate:NADP+ 1-oxidoreductase
1.1.1.118	D-glucose:NAD+ 1-oxidoreductase
1.1.1.119	D-glucose:NADP+ 1-oxidoreductase
1.1.99.10	D-glucose:acceptor 1-oxidoreductase
1.1.5.2	D-glucose:ubiquinone oxidoreductase
3.2.1.45	D-glucosyl-N-acylsphingosine glucohydrolase
5.3.1.12	D-glucuronate aldose-ketose-isomerase
3.1.1.19	D-glucurono-6,2-lactone lactonohydrolase
4.2.1.48	D-glutamate hydro-lyase (cyclizing; 5-oxo-D-proline-forming)
1.4.3.15	D-glutamate(D-aspartate):oxygen oxidoreductase (deaminating)
1.4.3.7	D-glutamate:oxygen oxidoreductase (deaminating)
3.5.1.35	D-glutamine amidohydrolase
5.3.1.1	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase
1.2.1.12	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)
1.2.1.9	D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase
1.2.1.13	D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)
1.2.7.6	D-glyceraldehyde-3-phosphate:ferredoxin oxidoreductase
3.1.3.20	D-glycerate-2-phosphate phosphohydrolase
3.1.3.38	D-glycerate-3-phosphate phosphohydrolase
1.1.1.92	D-glycerate:NAD(P)+ oxidoreductase (carboxylating)
1.1.1.81	D-glycerate:NADP+ 2-oxidoreductase
1.1.3.5	D-hexose:oxygen 1-oxidoreductase
1.1.1.15	D-iditol:NAD+ 2-oxidoreductase
5.3.1.15	D-lyxose aldose-ketose-isomerase
3.1.3.22	D-mannitol-1-phosphate phosphohydrolase
1.1.1.17	D-mannitol-1-phosphate:NAD+ 5-oxidoreductase
1.1.1.224	D-mannitol-1-phosphate:NADP+ 6-oxidoreductase
1.1.1.67	D-mannitol:NAD+ 2-oxidoreductase
1.1.1.138	D-mannitol:NADP+ 2-oxidoreductase
1.1.2.2	D-mannitol:ferricytochrome-c 2-oxidoreductase
4.2.1.8	D-mannonate hydro-lyase (2-dehydro-3-deoxy-D-gluconate-forming)
1.1.1.131	D-mannonate:NAD(P)+ 6-oxidoreductase
1.1.1.57	D-mannonate:NAD+ 5-oxidoreductase
5.3.1.7	D-mannose aldose-ketose-isomerase
5.3.1.8	D-mannose-6-phosphate aldose-ketose-isomerase
2.6.1.41	D-methionine:pyruvate aminotransferase
5.4.3.5	D-ornithine 4,5-aminomutase
1.1.1.137	D-ribitol-5-phosphate:NAD(P)+ 2-oxidoreductase
5.3.1.20	D-ribose aldose-ketose-isomerase
5.3.1.6	D-ribose-5-phosphate aldose-ketose-isomerase
1.1.1.115	D-ribose:NADP+ 1-oxidoreductase
4.1.99.12	D-ribulose 5-phosphate formate-lyase (L-3,4-dihydroxybutan-2-one4-phosphate-forming)
4.3.1.18	D-serine ammonia-lyase (pyruvate-forming)
1.1.1.140	D-sorbitol-6-phosphate:NAD+ 2-oxidoreductase
1.1.99.21	D-sorbitol:acceptor 1-oxidoreductase
4.1.2.40	D-tagatose 1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase(glycerone-phosphate-forming)
1.1.1.162	D-threitol:NADP+ oxidoreductase
1.1.1.122	D-threo-aldose:NAD+ 1-oxidoreductase
4.1.2.42 ()	D-threonine acetaldehyde-lyase (glycine-forming)
1.13.11.52	D-tryptophan:oxygen 2,3-oxidoreductase (decyclizing)
4.2.1.82	D-xylonate hydro-lyase (2-dehydro-3-deoxy-D-xylonate-forming)
3.1.1.68	D-xylono-1,4-lactone lactonohydrolase
5.3.1.5	D-xylose aldose-ketose-isomerase
1.1.1.175	D-xylose:NAD+ 1-oxidoreductase
1.1.1.179	D-xylose:NADP+ 1-oxidoreductase
4.1.2.9	D-xylulose-5-phosphate D-glyceraldehyde-3-phosphate-lyase (addingphosphate; acetyl-phosphate-forming)
2.2.1.3	D-xylulose-5-phosphate:formaldehyde glycolaldehydetransferase
5.3.3.5	DELTA7-Cholestenol DELTA7-DELTA8-isomerase
3.2.2.23	DNA glycohydrolase [2,6-diamino-4-hydroxy-5-(N-methyl)formamidopyrimidereleasing]
5.99.1.2	DNA topoisomerase
5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
4.2.99.B1     ()	DNA-(apurinic or apyrimidinic site) 5'-deoxy-D-ribose 5-phosphate-lyase
4.2.99.18	DNA-(apurinic or apyrimidinic site) 5'-phosphomonoester-lyase
4.3.2.4	DNA-4,6-diamino-5-formamidopyrimidine C8-N9-lyase (cyclizing;DNA-adenine-forming)
2.1.1.63	DNA-6-O-methylguanine:[protein]-L-cysteine S-methyltransferase
3.2.2.15	DNA-deoxyinosine deoxyribohydrolase
6.3.5.1	Deamido-NAD+:L-glutamine amido-ligase (AMP-forming)
6.3.1.5	Deamido-NAD+:ammonia ligase (AMP-forming)
3.1.1.46	Deoxylimonate A-ring-lactonohydrolase
1.5.3.12	Dihydrobenzophenanthridine:oxygen oxidoreductase
1.14.13.57	Dihydrochelirubine,NADPH:oxygen oxidoreductase (12-hydroxylating)
1.14.13.56	Dihydrosanguinarine,NADPH:oxygen oxidoreductase (10-hydroxylating)
6.3.2.22	Diphthine:ammonia ligase (ADP-forming)
4.6.1.15	FAD AMP-lyase (riboflavin-cyclic-4',5'-phosphate-forming)
3.6.1.18	FAD nucleotidohydrolase
1.5.1.B1 (preliminary BRENDA-supplied EC number)	FAD:NADH oxidoreductase
1.5.1.29	FMNH2:NAD(P)+ oxidoreductase
1.16.1.7	Fe(II):NAD+ oxidoreductase
1.16.3.1	Fe(II):oxygen oxidoreductase
5.5.1.6	Flavanone lyase (decyclizing)
6.3.4.17	Formate:dihydrofolate ligase (ADP-forming)
1.2.99.5	Formylmethanofuran:acceptor oxidoreductase
3.6.1.42	GDP phosphohydrolase
1.1.1.187	GDP-6-deoxy-D-mannose:NAD(P)+ 4-oxidoreductase
1.1.1.281	GDP-6-deoxy-D-mannose:NAD(P)+ 4-oxidoreductase (D-rhamnose-forming)
1.1.1.135	GDP-6-deoxy-D-talose:NAD(P)+ 4-oxidoreductase
1.1.1.132	GDP-D-mannose:NAD+ 6-oxidoreductase
2.4.1.33	GDP-D-mannuronate:alginate D-mannuronyltransferase
1.1.1.271	GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)
2.4.1.152	GDP-beta-L-fucose:(1->4)-beta-D-galactosyl-N-acetyl-D-glucosaminyl-R3-alpha-L-fucosyltransferase
2.4.1.65	GDP-beta-L-fucose:beta-D-galactosyl-(1->3)-N-acetyl-D-glucosaminyl-R4I-alpha-L-fucosyltransferase
2.4.1.69	GDP-beta-L-fucose:beta-D-galactosyl-(1->3)-N-acetyl-beta-D-glucosaminyl(1->3)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(11)-ceramide2-alpha-L-fucosyltransferase
2.4.1.214	GDP-beta-L-fucose:glycoprotein (L-fucose to asparagine-linkedN-acetylglucosamine ofN4-{N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->3)-[Nacetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->6)]-beta-Dmannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-Dglucosaminyl}asparagine) 3-alpha-L-fucosyl-transferase
2.4.1.68	GDP-beta-L-fucose:glycoprotein (L-fucose to asparagine-linkedN-acetylglucosamine ofN4-{N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->3)-[Nacetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl-(1->6)]-beta-Dmannosyl-(1->4)-N-acetyl-beta-D-glucosaminyl-(1->4)-N-acetyl-beta-Dglucosaminyl}asparagine) 6-alpha-L-fucosyltransferase
2.4.1.221	GDP-beta-L-fucose:polypeptide O-alpha-L-fucosyltransferase
3.2.1.42	GDP-glucose glucohydrolase
2.4.1.29	GDP-glucose:(1->4)-beta-D-glucan 4-beta-D-glucosyltransferase
2.4.1.36	GDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase
5.1.3.18	GDP-mannose 3,5-epimerase
4.2.1.47	GDP-mannose 4,6-hydro-lyase (GDP-4-dehydro-6-deoxy-D-mannose-forming)
2.4.1.57	GDP-mannose:1-phosphatidyl-1D-myo-inositol alpha-D-mannosyltransferase
2.4.1.217	GDP-mannose:3-phospho-D-glycerate 3-alpha-D-mannosyltransferase
2.4.1.246	GDP-mannose:D-fructose-6-phosphate 2-alpha-D-mannosyltransferase
2.4.1.142	GDP-mannose:chitobiosyldiphosphodolichol beta-D-mannosyltransferase
2.4.1.83	GDP-mannose:dolichyl-phosphate beta-D-mannosyltransferase
2.4.1.32	GDP-mannose:glucomannan 4-beta-D-mannosyltransferase
2.4.1.131	GDP-mannose:glycolipid 2-alpha-D-mannosyltransferase
2.4.1.132	GDP-mannose:glycolipid 3-alpha-D-mannosyltransferase
2.4.1.48	GDP-mannose:heteroglycan 2-(or 3-)-alpha-D-mannosyltransferase
2.4.1.232	GDP-mannose:oligosaccharide 6-alpha-D-mannosyltransferase
2.7.8.9	GDP-mannose:phosphomannan mannose phosphotransferase
2.4.1.110	GDP-mannose:tRNAAsp-queuosine O-5''-beta-D-mannosyltransferase
2.4.1.54	GDP-mannose:undecaprenyl-phosphate D-mannosyltransferase
2.7.7.22	GDP:alpha-D-mannose-1-phosphate guanylyltransferase
3.5.4.16	GTP 7,8-8,9-dihydrolase
3.5.4.25	GTP 7,8-8,9-dihydrolase (diphosphate-forming)
3.5.4.29	GTP 8,9-hydrolase (phosphate-forming)
4.6.1.2	GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming)
3.6.5.2	GTP phosphohydrolase (cell-regulating)
3.6.5.3	GTP phosphohydrolase (mRNA-translation-assisting)
3.6.5.6	GTP phosphohydrolase (microtubule-releasing)
3.6.5.4	GTP phosphohydrolase (protein-synthesis-assisting)
3.6.5.1	GTP phosphohydrolase (signalling)
3.6.5.5	GTP phosphohydrolase (vesicle-releasing)
2.7.2.10	GTP:3-phospho-D-glycerate 1-phosphotransferase
2.7.1.81	GTP:5-hydroxy-L-lysine O-phosphotransferase
2.7.7.65	GTP:GTP guanylyltransferase
2.7.7.62	GTP:adenosylcobinamide-phosphate guanylyltransferase
2.7.7.34	GTP:alpha-D-glucose-1-phosphate guanylyltransferase
2.7.7.13	GTP:alpha-D-mannose-1-phosphate guanylyltransferase
2.7.7.30	GTP:beta-L-fucose-1-phosphate guanylyltransferase
2.7.7.50	GTP:mRNA guanylyltransferase
4.1.1.32	GTP:oxaloacetate carboxy-lyase (adding GTP;phosphoenolpyruvate-forming)
6.4.1.5	Geranoyl-CoA:carbon-dioxide ligase (ADP-forming)
5.1.1.3	Glutamate racemase
6.2.1.6	Glutarate:CoA ligase (ADP-forming)
6.3.1.9	Glutathionylspermidine:glutathione ligase (ADP-forming)
4.2.2.7	Heparin lyase
1.16.1.1	Hg:NADP+ oxidoreductase
2.3.1.153	Hydroxycinnamoyl-CoA:anthocyanidin 3,5-diglucoside5-O-glucoside-6'''-O-hydroxycinnamoyltransferase
3.5.4.10	IMP 1,2-hydrolase (decyclizing)
6.3.4.4	IMP:L-aspartate ligase (GDP-forming)
1.1.1.205	IMP:NAD+ oxidoreductase
2.4.2.8	IMP:diphosphate phospho-D-ribosyltransferase
5.4.4.2	Isochorismate hydroxymutase
1.3.99.16	Isoquinoline:acceptor 1-oxidoreductase (hydroxylating)
1.14.13.54	Ketosteroid,NADPH:oxygen oxidoreductase (20-hydroxylating,ester-producing/20-hydroxylating, side-chain cleaving/17-hydroxylating,lactonizing)
4.1.1.86	L-2,4-diaminobutanoate carboxy-lyase (propane-1,3-diamine-forming)
2.6.1.76	L-2,4-diaminobutanoate:2-oxoglutarate 4-aminotransferase
2.6.1.46	L-2,4-diaminobutanoate:pyruvate aminotransferase
4.5.1.4	L-2-amino-4-chloropent-4-enoate chloride-lyase (adding water;deaminating; 2-oxopent-4-enoate-forming)
1.2.1.31	L-2-aminoadipate-6-semialdehyde:NAD(P)+ 6-oxidoreductase
2.6.1.39	L-2-aminoadipate:2-oxoglutarate aminotransferase
6.3.2.26	L-2-aminohexanedioate:L-cysteine:L-valine ligase (AMP-forming,valine-inverting)
2.6.1.67	L-2-aminohexanoate:2-oxoglutarate aminotransferase
1.1.3.27	L-2-hydroxyphytanate:oxygen 2-oxidoreductase
2.6.1.26	L-3,5,3'-triiodothyronine:2-oxoglutarate aminotransferase
4.3.1.14	L-3-aminobutyryl-CoA ammonia-lyase (crotonoyl-CoA-forming)
3.5.2.4	L-5-carboxymethylhydantoin amidohydrolase
6.1.1.7	L-Alanine:tRNAAla ligase (AMP-forming)
1.4.1.5	L-Amino-acid:NAD+ oxidoreductase (deaminating)
6.1.1.19	L-Arginine:tRNAArg ligase (AMP-forming)
6.1.1.22	L-Asparagine:tRNAAsn ligase (AMP-forming)
6.3.5.4	L-Aspartate:L-glutamine amido-ligase (AMP-forming)
6.3.1.4	L-Aspartate:ammonia ligase (ADP-forming)
6.3.1.1	L-Aspartate:ammonia ligase (AMP-forming)
6.1.1.12	L-Aspartate:tRNAAsp ligase (AMP-forming)
6.3.4.5	L-Citrulline:L-aspartate ligase (AMP-forming)
6.1.1.16	L-Cysteine:tRNACys ligase (AMP-forming)
6.3.2.2	L-Glutamate:L-cysteine gamma-ligase (ADP-forming)
6.3.1.2	L-Glutamate:ammonia ligase (ADP-forming)
6.3.1.6	L-Glutamate:ethylamine ligase (ADP-forming)
6.3.2.18	L-Glutamate:histamine ligase
6.3.4.12	L-Glutamate:methylamine ligase (ADP-forming)
6.1.1.17	L-Glutamate:tRNAGlu ligase (AMP-forming)
6.1.1.18	L-Glutamine:tRNAGln ligase (AMP-forming)
6.3.2.11	L-Histidine:beta-alanine ligase (AMP-forming)
6.1.1.21	L-Histidine:tRNAHis ligase (AMP-forming)
6.1.1.5	L-Isoleucine:tRNAIle ligase (AMP-forming)
6.1.1.4	L-Leucine:tRNALeu ligase (AMP-forming)
1.14.13.59	L-Lysine,NADPH:oxygen oxidoreductase (6-hydroxylating)
6.1.1.6	L-Lysine:tRNALys ligase (AMP-forming)
6.1.1.10	L-Methionine:tRNAMet ligase (AMP-forming)
6.3.3.4	L-N2-(2-carboxyethyl)arginine cyclo-ligase (AMP-forming)
6.1.1.20	L-Phenylalanine:tRNAPhe ligase (AMP-forming)
6.1.1.15	L-Proline:tRNAPro ligase (AMP-forming)
6.1.1.11	L-Serine:tRNASer ligase (AMP-forming)
6.1.1.3	L-Threonine:tRNAThr ligase (AMP-forming)
6.1.1.2	L-Tryptophan:tRNATrp ligase (AMP-forming)
6.1.1.1	L-Tyrosine:tRNATyr ligase (AMP-forming)
6.1.1.9	L-Valine:tRNAVal ligase (AMP-forming)
2.6.1.12	L-alanine:2-oxo-acid aminotransferase
2.6.1.2	L-alanine:2-oxoglutarate aminotransferase
2.6.1.18	L-alanine:3-oxopropanoate aminotransferase
1.4.1.1	L-alanine:NAD+ oxidoreductase (deaminating)
2.6.1.44	L-alanine:glyoxylate aminotransferase
2.6.1.47	L-alanine:oxomalonate aminotransferase
2.3.2.10	L-alanyl-tRNA:UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanylD-alanine N6-alanyltransferase
2.3.2.11	L-alanyl-tRNA:phosphatidylglycerol alanyltransferase
6.3.2.28	L-amino acid:L-amino acid ligase (ADP-forming)
1.4.3.2	L-amino-acid:oxygen oxidoreductase (deaminating)
1.1.1.13	L-arabinitol:NAD+ 2-oxidoreductase (L-ribulose-forming)
1.1.1.12	L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming)
4.2.1.25	L-arabinonate hydro-lyase (2-dehydro-3-deoxy-L-arabinonate-forming)
3.1.1.15	L-arabinono-1,4-lactone lactonohydrolase
5.3.1.4	L-arabinose aldose-ketose-isomerase
