(+)-abscisic acid 8'-hydroxylase	1.14.13.93
C2GnT	2.4.1.102 / or / 2.4.1.148
C2GnT-I	2.4.1.102
C2GnT1	2.4.1.102
C2GnT2	2.4.1.148
C3	3.4.22.54
C3 convertase	3.4.21.43 / or / 3.4.21.47
C3 convertase activator	3.4.21.46
C3 exoenzyme	2.4.2.30
C3 proactivator	3.4.21.47
C3 proactivator convertase	3.4.21.46
C3/C5 convertase	3.4.21.43 / or / 3.4.21.47
C30.004	3.4.22.B16
C37.001	3.4.22.66
C3GnT	2.4.1.147
C3b 2 Bb	3.4.21.43
C3b inactivator	3.4.21.45
C3b,Bb	3.4.21.47
C3b/C4b inactivator	3.4.21.45
C3b2	3.4.21.47
C3b2Bb	3.4.21.43
C3bBb	3.4.21.47
C3bBb 	3.4.21.43
C3bBbP	3.4.21.43
C3bINA	3.4.21.45
C3lim	2.4.2.30
C4	3.4.21.43
C4 NADP-malic enzyme	1.1.1.40
C4 phosphoenolpyruvate carboxykinase	4.1.1.32
C4 photosynthetic NADP-malic enzyme	1.1.1.40
C4-NADP-malic enzyme	1.1.1.40
C4-dicarboxylate transport sensor protein dctB	2.7.13.3 (protein-histidine kinases without information on stereospecificity towards histidine)
C4-dicarboxylate transport sensor protein dctS	2.7.13.3 (protein-histidine kinases without information on stereospecificity towards histidine)
C41C4.8	3.6.4.6
C423	3.4.21.43
C450XIB2	1.14.15.4
C47A10.5 gene product	1.4.3.1
C47Ap 	1.4.3.1
C48.001	3.4.22.68
C4H	1.14.13.11
C4ST	2.8.2.5
C4b,2a	3.4.21.43
C4b,2a,3b	3.4.21.43
C4b,C2a 	3.4.21.43
C4b2a	3.4.21.43
C4b2a3b	3.4.21.43
C4b2aC3b	3.4.21.43
C4endoII	3.2.1.4
C5 convertase	3.4.21.43 / or / 3.4.21.47
C5 uronosyl epimerase	5.1.3.17
C5-MTase	2.1.1.37
C5-epimerase	5.1.3.17
C55-OO synthetase	2.5.1.31
C55-isoprenoid alcohol kinase	2.7.1.66
C55-isoprenoid alcohol phosphokinase	2.7.1.66
C55-isoprenyl alcohol phosphokinase	2.7.1.66
C55-isoprenyl diphosphatase	3.6.1.27
C55-isoprenyl pyrophosphatase	3.6.1.27
C55.001	3.4.22.B19
C551-O2 oxidoreductase	1.7.2.1
C55PP synthetase	2.5.1.31
C56.001	3.4.22.B20
C60.001	3.4.22.B21
C6ST	2.8.2.17
C6ST-1	2.8.2.17
C7-1 protein	3.6.3.14
C7alphaOH	1.14.13.17
C7orf24	2.3.2.4
CA	3.5.1.93 / or / 4.2.1.1
CA I	4.2.1.1
CA II	4.2.1.1
CA III	4.2.1.1
CA IV	4.2.1.1
CA IX	4.2.1.1
CA VI	4.2.1.1
CA XII	4.2.1.1
CA XIII	4.2.1.1
CA XIV	4.2.1.1
CA-I	4.2.1.1
CA-II	4.2.1.1
CA-III	4.2.1.1
CA-IX	4.2.1.1
CA-VA	4.2.1.1
CA-VB	4.2.1.1
CA-VI	4.2.1.1
CA-VII	4.2.1.1
CA-XII	4.2.1.1
CA-XIV	4.2.1.1
CA1	4.2.1.1
CA14x	4.2.1.1
CA2	4.2.1.1
CA3	4.2.1.1
CA4H	1.14.13.11
CA4Hase	1.14.13.11
CAA	4.2.1.3
CAAX farnesyltransferase	2.5.1.58
CAAX geranylgeranyltransferase	2.5.1.59
CACH	3.1.2.1
CACYP51	1.14.13.70
CAD	1.1.1.194 / or / 1.1.1.195 / or / 3.1.30.2 / or / 4.1.1.29 / or / 4.1.1.6
CAD 7/8	1.1.1.195
CAD carbamoyl-phosphate synthetase	6.3.5.5
CAD protein	6.3.5.5
CAD1	1.1.1.195
CAD2	1.1.1.195
CADCase	4.1.1.29
CADTK	2.7.10.2
CAGE	3.4.21.39
CAGT	2.4.1.111
CAH	3.1.1.41
CAI	4.2.1.1
CAII	4.2.1.1
CAIII	4.2.1.1
CAIX	4.2.1.1
CAK	2.7.11.22
CAK beta	2.7.10.2
CAK/KCM1	3.6.4.4
CAKI	2.7.11.17
CAL-A 	3.1.1.3
CAL-B 	3.1.1.3
CALB	3.1.1.3
CALDH	1.2.1.68
CALLA	3.4.24.11
CALLA (common acute lymphoblastic leukemia-associated) antigens	3.4.24.11
CALLA antigen	3.4.24.11
CALLA glycoproteins	3.4.24.11
CALNA	3.1.3.16
CALNB	3.1.3.16
CALPA protein	3.4.22.B36
CALPB	3.4.22.B37
CAM kinase-GR	2.7.11.17
CANP	3.4.22.B24 / or / 3.4.22.B36
CANP 11	3.4.22.B31
CANP 3	3.4.22.54
CAO	1.13.12.14 / or / 1.4.3.21
CAP	3.1.3.1 / or / 3.4.11.3
CAP-1	3.4.21.B6
CAP-I	3.4.11.3
CAP-II	3.4.11.3
CAP1	3.4.21.B6
CAP1/PRSS8	3.4.21.B6
CAP3 	2.4.2.38
CAP30	3.2.2.22
CAP4	3.4.22.61
CAPLA	3.4.22.B36
CAPN 8	3.4.22.B28
CAPN1	3.4.22.52
CAPN1 g.p. (Homo sapiens)	3.4.22.52
CAPN10	3.4.22.B30
CAPN11	3.4.22.B31
CAPN2 	3.4.22.53
CAPN2 g.p. (Homo sapiens)	3.4.22.53
CAPN3	3.4.22.54
CAPN5	3.4.22.B25
CAPN6	3.4.22.B26
CAPTPase	3.1.3.48
CAPase	3.1.3.1
CAR	1.2.99.6
CARAT	2.3.1.7
CARB-3	3.5.2.6
CARD-containing interleukin-1 beta converting enzyme associatedkinase	2.7.10.2
CARDIAK	2.7.10.2
CARKL-encoded protein	2.7.1.14
CARP	4.2.1.1
CARP-2 	6.3.2.19
CAS	1.14.11.21 / or / 4.4.1.9 / or / 5.4.99.8 / or / 6.3.2.11
CAS1	4.4.1.9 / or / 5.4.99.8
CAS2	4.4.1.9
CASK	2.7.11.17
CASP-1	3.4.22.36
CASP-2	3.4.22.55
CASP-3	3.4.22.56
CASP-4	3.4.22.57
CASP-9	3.4.22.62
CASP3	3.4.22.56
CAT	1.11.1.6 / or / 2.3.1.28 / or / 2.3.1.7
CAT I	2.3.1.28
CAT II 	2.3.1.28
CAT III	2.3.1.28
CAT2	2.3.1.8
CATC	2.3.1.7 / or / 3.4.14.1 / or / 5.3.3.4
CATI	2.3.1.28
CATSF	3.4.22.41
CATX	3.4.18.1
CAV	4.2.1.1
CAV VP2	3.1.3.16
CA_14DM	1.14.13.70
CBAH	3.5.1.24
CBAL	6.2.1.33
CBG	3.2.1.21
CBG99luc	1.13.12.7
CBH	3.2.1.91
CBH 1	3.2.1.91
CBH I	3.2.1.91
CBH II	3.2.1.91
CBH IIb	3.2.1.91
CBH Ib	3.2.1.91
CBH1	3.2.1.91
CBH2	3.2.1.91
CBHI	3.2.1.4
CBHI 	3.2.1.91
CBHII	3.2.1.4
CBHII 	3.2.1.91
CBL	4.4.1.8 / or / 6.2.1.33
CBLP	3.1.3.16
CBM-CD	3.2.1.6
CBO	1.1.99.18
CBOR	1.1.99.18
CBP120	3.2.1.91
CBP95	3.2.1.91
CBPP	3.4.21.70
CBR	1.1.1.184 / or / 1.1.1.294
CBR1	1.1.1.184
CBR1A	1.6.2.2
CBR1B	1.6.2.2
CBR3	1.1.1.184
CBRluc	1.13.12.7
CBS	4.2.1.22 / or / 4.4.1.8
CBS-1	1.8.4.12
CBS-PPase	3.6.1.1
CBS1	1.8.4.12
CBc1	3.4.22.B6
CBc6	3.4.22.B6
CC-adding enzyme	2.7.7.21 / or / 2.7.7.25
CC1HL	4.4.1.B1
CC3396	3.1.4.52
CCA	3.4.24.3 / or / 3.5.1.93
CCA adding enzyme	2.7.7.21
CCA transferase	2.7.7.21 / or / 2.7.7.25
CCA-adding enzyme	2.7.7.21 / or / 2.7.7.25
CCA-adding polymerase	2.7.7.21 / or / 2.7.7.25
CCA-enzyme	2.7.7.21 / or / 2.7.7.25
CCA1 	2.7.7.25
CCAP	3.2.1.1
CCAtr	2.7.7.21 / or / 2.7.7.25
CCD	1.13.11.51
CCE1	3.1.22.4
CCHL	4.4.1.17
CCL	4.1.3.34
CCO	1.9.3.1
CCO subunit 1	1.9.3.1
CCOMT	2.1.1.104
CCP	1.11.1.5
CCP1	1.11.1.5 / or / 3.4.21.79
CCPII	3.4.21.79
CCPO	1.11.1.10
CCR	1.2.1.44 / or / 1.3.1.8
CCR1	1.2.1.44
CCR2	1.2.1.44
CCR4	3.1.13.4
CCR4 deadenylase complex	3.1.13.4
CCRK	2.7.11.22
CCS	2.1.1.160 / or / 5.3.99.8 / or / 6.2.1.18
CCS ketoxanthophyll synthase	5.3.99.8
CCS1	2.1.1.159 / or / 2.1.1.160
CCT	2.7.7.15 / or / 3.6.4.9
CCT1 	2.7.7.15 / or / 3.6.4.9
CCT2	3.6.4.9
CCT2 	2.7.7.15
CCT3	3.6.4.9
CCTalpha 	2.7.7.15
CCTbeta2 	2.7.7.15
CCTbeta3 	2.7.7.15
CCaMK	2.7.11.17
CCase	2.7.7.21
CCoAOMT	2.1.1.104
CD	3.5.4.1
CD I	1.13.11.1
CD II	1.13.11.1
CD glucanotransferase	2.4.1.19
CD-/pullulan-hydrolyzing enzyme	3.2.1.54
CD-2,3	1.13.11.2
CD-I	1.13.11.1
CD-II	1.13.11.1
CD-III-1	1.13.11.1
CD-III-2	1.13.11.1
CD-UPRT	2.4.2.9
CD-ase	3.2.1.54
CD-degrading enzyme	3.2.1.54
CD10	3.4.24.11
CD10/neutral endopeptidase	3.4.24.11
CD10/neutral endopeptidase 24.11	3.4.24.11
CD115 antigen	2.7.10.1
CD117	2.7.10.1
CD117 antigen	2.7.10.1
CD13	3.4.11.2
CD135 antigen	2.7.10.1
CD136 antigen	2.7.10.1
CD140a antigen	2.7.10.1
CD140b antigen	2.7.10.1
CD143	3.4.15.1
CD143 antigen	3.4.15.1
CD148	3.1.3.48
CD148 antigen	3.1.3.48
CD156	3.4.24.86
CD157	3.2.2.5
CD157 antigen	3.2.2.5
CD167a antigen	2.7.10.1
CD202b antigen	2.7.10.1
CD220 antigen	2.7.10.1
CD221 antigen	2.7.10.1
CD23 metalloprotease	3.4.24.81
CD246 antigen	2.7.10.1
CD26	3.4.14.5
CD26 peptidase	3.4.14.5
CD26/DP IV	3.4.14.5
CD26/dipeptidyl peptidase	3.4.14.5
CD38	3.2.2.6
CD38 	3.2.2.5
CD38 homolog	3.2.2.5
CD38 like activity	3.2.2.5
CD38H	3.2.2.5
CD39	3.6.1.5
CD39 antigen	3.6.1.5
CD39-like ATP diphosphohydrolase	3.6.1.5
CD43-associated serine/threonine kinase	2.7.11.1
CD45	3.1.3.48
CD45 antigen	3.1.3.48
CD73	3.1.3.5
CD73 antigen	3.1.3.5
CD73/ecto-5'-nucleotidase	3.1.3.5
CDA	3.5.1.41 / or / 3.5.4.5
CDA016	1.6.5.3
CDA1	3.5.1.41
CDA2	3.5.1.41
CDA3	3.5.1.41
CDABcald	3.5.4.5
CDABpsy	3.5.4.5
CDABsub	3.5.4.5
CDC-48.1	3.6.4.6
CDC-48.2	3.6.4.6
CDC2 kinase	2.7.11.22
CDC2-like serine/threonine-protein kinase CRP	2.7.11.22
CDC25 suppressing protein kinase	2.7.11.1
CDC2a	2.7.11.22
CDC2deltaT 	2.7.11.22
CDI1	1.13.11.1
CDI2	1.13.11.1
CDK	2.7.11.22
CDK11p110	2.7.11.22
CDK2	2.7.11.1 / or / 2.7.11.22
CDK2-associated dual specificity phosphatase	3.1.3.48
CDK2L	2.7.11.22
CDK4	2.7.11.22
CDK5 homolog	2.7.11.22
CDK5/p25	2.7.11.22 / or / 2.7.11.26
CDK8	2.7.11.23
CDK9	2.7.11.23
CDK9 	2.7.11.22
CDKA	2.7.11.22
CDKA,1	2.7.11.22
CDKA1	2.7.11.22
CDKB	2.7.11.22
CDKB1	2.7.11.22
CDKB1,1	2.7.11.22
CDKC1	2.7.11.23
CDKC1 	2.7.11.22
CDKC2 	2.7.11.22
CDKF,1	2.7.11.22
CDL	3.1.1.3
CDO	1.13.11.19 / or / 1.13.11.20 / or / 1.14.99.36
CDP	2.4.1.49
CDP abequose epimerase	5.1.3.10
CDP diacylglycerol hydrolase	3.6.1.26
CDP paratose epimerase	5.1.3.10
CDP photolyase 	4.1.99.3
CDP reductase	1.17.4.1
CDP-2,3-di-O-geranylgeranyl-sn-glycerol synthase	2.7.7.67
CDP-4-keto-6-deoxy-D-glucose-3-dehydrogenase system	1.17.1.1
CDP-4-keto-deoxy-glucose reductase	1.17.1.1
CDP-D-abequose 2-epimerase	5.1.3.10
CDP-D-glucose 4,6-dehydratase	4.2.1.45
CDP-D-glucose synthase	2.7.7.33
CDP-D-glucose-4,6-dehydratase	4.2.1.45
CDP-DAG synthase	2.7.7.41
CDP-DG	2.7.7.41
CDP-DG synthetase	2.7.7.41
CDP-DG:inositol transferase	2.7.8.11
CDP-ME kinase	2.7.1.148
CDP-ME synthetase	2.7.7.60
CDP-abequose 2-epimerase	5.1.3.10
CDP-abequose epimerase	5.1.3.10
CDP-archaeol synthase	2.7.7.67
CDP-choline diglyceride phosphotransferase	2.7.8.2
CDP-choline pyrophosphorylase	2.7.7.15
CDP-choline synthetase	2.7.7.15
CDP-choline-1-alkenyl-2-acyl-glycerol phosphocholinetransferase	2.7.8.22
CDP-choline-sphingosine cholinephosphotransferase	2.7.8.10
CDP-diacylglacerol: myo-inositol 3-phosphatidyl-transferase	2.7.8.11
CDP-diacylglyceride synthetase	2.7.7.41
CDP-diacylglycerol phosphatidylhydrolase	3.6.1.26
CDP-diacylglycerol synthase	2.7.7.41
CDP-diacylglycerol-inositol phosphatidyltransferase	2.7.8.11
CDP-diacylglycerol-sn-glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5
CDP-diacylglycerol:L-serine O-phosphatidyltransferase	2.7.8.8
CDP-diacylglycerol:glycerol-3-phosphate phosphatidyltransferase	2.7.8.5
CDP-diacylglycerol:myo-inositol-3-phosphatidyltransferase	2.7.8.11
CDP-diacylglycerol:sn-glycero-3-phosphate phosphatidyltransferase	2.7.8.5
CDP-diglyceride hydrolase	3.6.1.26
CDP-diglyceride pyrophosphorylase	2.7.7.41
CDP-diglyceride synthetase	2.7.7.41
CDP-diglyceride-L-serine phosphatidyltransferase	2.7.8.8
CDP-diglyceride-choline O-phosphatidyltransferase	2.7.8.24
CDP-diglyceride-inositol phosphatidyltransferase	2.7.8.11
CDP-diglyceride-inositol transferase	2.7.8.11
CDP-diglyceride:L-serine phosphatidyltransferase	2.7.8.8
CDP-diglyceride:inositol transferase	2.7.8.11
CDP-diglyceride:serine phosphatidyltransferase	2.7.8.8
CDP-ethanolamine diglyceride phosphotransferase	2.7.8.1
CDP-ethanolamine:diacylglycerol ethanolaminephosphotransferase	2.7.8.1
CDP-glucose pyrophosphorylase	2.7.7.33
CDP-glycerol pyrophosphorylase	2.7.7.39
CDP-ribitol pyrophosphorylase	2.7.7.40
CDP-ribitol synthase	2.7.7.40
CDPK	2.7.11.1 / or / 2.7.11.17
CDPK-related protein kinase	2.7.11.1
CDPMEK	2.7.1.148
CDPabequose 2-epimerase	5.1.3.10
CDPase	3.6.1.6
CDPcholine:ceramide cholinephosphotransferase	2.7.8.3
CDPdiacylglycerol pyrophosphatase	3.6.1.26
CDPdiacylglycerol-L-serine O-phosphatidyltransferase	2.7.8.8
CDPdiacylglycerol-serine O-phosphatidyltransferase	2.7.8.8
CDPdiacylglycerol:L-serine 3-O-phosphatidyltransferase	2.7.8.8
CDPdiacylglycerol:L-serine O-phosphatidyltransferase	2.7.8.8
CDPdiglyceride pyrophosphorylase	2.7.7.41
CDPdiglyceride-choline O-phosphatidyltransferase	2.7.8.24
CDPdiglyceride-inositol phosphatidyltransferase	2.7.8.11
CDPdiglyceride-serine O-phosphatidyltransferase	2.7.8.8
CDPethanolamine:L-serine ethanolamine phosphotransferase	2.7.8.4
CDPglucose pyrophosphorylase	2.7.7.33
CDPglycerol glycerophosphotransferase	2.7.8.12
CDPglycerol pyrophosphatase	3.6.1.16
CDPglycerol pyrophosphorylase	2.7.7.39
CDPglycerol:poly(glycerophosphate) glycerophosphotransferase	2.7.8.12
CDPribitol pyrophosphorylase	2.7.7.40
CDR	1.1.1.225
CDS	1.8.1.4 / or / 2.5.1.67 / or / 2.5.1.69 / or / 2.7.7.41
CDT	4.2.1.91
CDW136	2.7.10.1
CDase	3.2.1.54 / or / 3.5.1.23 / or / 3.5.4.1 / or / 3.5.4.5
CDase I-5	3.2.1.54
CE	3.1.1.1 / or / 3.4.23.34
CE hydrolase	3.1.1.13
CE-2	3.1.1.1
CE-NE1	5.1.3.11
CE1	4.1.2.13
CE1 	3.1.1.1
CE2	4.1.2.13
CE2 	3.1.1.1
CE21p	3.1.1.1
CEA synthetase	2.5.1.66
CEAS	2.5.1.66
CEFT-1	2.4.1.214
CEFT-2	2.4.1.214
CEFT-3	2.4.1.152 / or / 2.4.1.214
CEFT-4	2.4.1.152 / or / 2.4.1.214
CEFT-5	2.4.1.214
CEH	3.1.1.1 / or / 3.1.1.13 / or / 3.3.2.10
CEHase	3.3.2.11
CEK4	2.7.10.1
CEL I	3.1.30.1
CEL1	3.2.1.4
CEL7	3.2.1.4
CEL9A-50	3.2.1.4
CEL9A-65	3.2.1.4
CEL9A-82	3.2.1.4
CEL9C1	3.2.1.4
CELF56E3	3.6.4.4
CEOS	1.5.1.24
CEP	2.4.1.5 / or / 3.4.21.96 / or / 3.4.24.30
CEPT	2.7.8.2
CEPT1	2.7.8.1
CER2	3.5.1.23
CER7	3.1.14.1
CERK	2.7.1.138
CES	3.1.1.1
CES-2	3.1.1.1
CES1	3.1.1.1
CES1A 	3.1.1.1
CES1A1 	3.1.1.1
CES1A2 	3.1.1.1
CES2 	3.1.1.1
CESA3	2.4.1.12
CESA6	2.4.1.12
CEase	3.1.1.13
CEase ISF I	3.1.1.13
CEase ISF II	3.1.1.13
CF-2 	4.2.1.24
CF-AG	3.2.1.14
CF-antigen	3.2.1.14
CFA synthase	2.1.1.79
CFAH12	1.14.13.26
CFAS	2.1.1.79
CFBPase	3.1.3.11
CFI	6.4.1.7
CFL	3.2.1.17
CFTR	3.6.3.49
CFTR Cl- channel	3.6.3.49
CG11963	6.2.1.5
CG2065	1.1.1.B5 (preliminary BRENDA-supplied EC number. The enzyme is distinct from EC 1.1.1.105 since it is specific for NADPH as a cofactor)
CG2070	1.1.1.B5 (preliminary BRENDA-supplied EC number. The enzyme is distinct from EC 1.1.1.105 since it is specific for NADPH as a cofactor)
CG30491	1.1.1.B5 (preliminary BRENDA-supplied EC number. The enzyme is distinct from EC 1.1.1.105 since it is specific for NADPH as a cofactor)
CG3842	1.1.1.B5 (preliminary BRENDA-supplied EC number. The enzyme is distinct from EC 1.1.1.105 since it is specific for NADPH as a cofactor)
CG5163	1.13.11.11
CG6178	6.2.1.3
CGB-PDE	3.1.4.17
CGCHI3	3.2.1.14
CGH	3.5.1.24
CGHII	3.2.1.21
CGI-11	3.6.3.14
CGI-124	5.2.1.8
CGI-26	4.1.2.4
CGI-39	1.6.5.3
CGI-70	3.4.19.12
CGIP1	3.1.4.17
CGIPDE1	3.1.4.17
CGK	2.7.11.12
CGK 1 alpha	2.7.11.12
CGK 1 beta	2.7.11.12
CGKI-alpha	2.7.11.12
CGL like protein	4.4.1.1
CGP synthetase	6.3.2.29 / or / 6.3.2.30
CGPTase	2.7.8.12
CGPase	3.4.15.6
CGS	2.5.1.48
CGS-PDE	3.1.4.17
CGS1	2.5.1.48
CGT	2.3.1.103 / or / 2.4.1.45 / or / 2.4.1.62 / or / 2.4.1.80 / or / 2.6.1.3
CGT_TK	2.4.1.19
CGTase	2.4.1.104 / or / 2.4.1.19
CGTse ET1	2.4.1.19
CGalT	2.4.1.45
CH	2.1.2.8 / or / 4.2.1.66
CH+-THF synthetase	6.3.3.2
CH24H	1.14.13.98
CH3-CO dehydrogenase	1.2.7.4
CH5B	3.2.1.14
CHAS2	2.4.1.212
CHAS3	2.4.1.212
CHCR	1.1.1.184
CHD	1.1.99.1
CHDH	1.1.99.1
CHETK-alpha	2.7.1.32
CHF4CH	3.5.4.9
CHI	3.2.1.14 / or / 5.5.1.6
CHI-26	3.2.1.14
CHI1A	5.5.1.6
CHI1B2	5.5.1.6
CHI2	3.2.1.14 / or / 5.5.1.6
CHI60	3.2.1.14
CHIP	6.3.2.19
CHIT 1A	3.2.1.14
CHIT 1B	3.2.1.14
CHIT1	3.2.1.14
CHIT42	3.2.1.14
CHK	2.7.1.32 / or / 2.7.10.2
CHL	1.14.13.90
CHL P	1.3.1.83
CHL1 NO3- transporter	3.6.3.26
CHLI	6.6.1.1
CHLI protein	6.6.1.1
CHM isomerase	5.3.3.10
CHMI	5.3.3.10
CHMO	1.14.13.22
CHMS dehydrogenase	1.2.1.45
CHMS hydrolase	1.2.1.45
CHMT	2.1.1.154
CHO	1.1.3.17
CHO-U	1.1.3.6
CHO1	2.7.8.8
CHO1/MKLP1	3.6.4.5
CHO2	3.6.4.5
CHOD	1.1.3.6
CHS	2.3.1.74 / or / 2.4.1.16
CHS B	2.4.1.16
CHS-3	2.4.1.16
CHS-6	2.4.1.16
CHS-ase	3.1.6.2
CHS1p	2.4.1.16
CHS2p	2.4.1.16
CHS3	2.3.1.74 / or / 2.4.1.16
CHS4	2.3.1.74 / or / 2.4.1.16
CHS5	2.3.1.74 / or / 2.4.1.16
CHS6	2.3.1.74 / or / 2.4.1.16
CHS7	2.3.1.74 / or / 2.4.1.16
CHSI	2.4.1.16
CHST11	2.8.2.5
CHS_H1	2.3.1.74
CHT	3.4.21.1 / or / 4.2.1.66
CHT1	3.2.1.14
CHUK	2.7.11.10
CHV-TK	2.7.1.21
CHY1	3.4.21.1
CHase	3.1.1.42
CI	5.5.1.6
CI-11KD	1.6.5.3
CI-12KD	1.6.5.3
CI-14.8KD	1.6.5.3
CI-14KD	1.6.5.3
CI-15 kDa	1.6.5.3
CI-16KD	1.6.5.3
CI-17.3KD	1.6.5.3
CI-17.8KD	1.6.5.3
CI-18 kDa	1.6.5.3
CI-18Kd	1.6.5.3
CI-19.3KD	1.6.5.3
CI-19KD	1.6.5.3
CI-20KD	1.6.5.3
CI-21KD	1.6.5.3
CI-22.5Kd	1.6.5.3
CI-23KD	1.6.5.3
CI-27KD	1.6.5.3
CI-28.5KD	1.6.5.3
CI-29.9KD	1.6.5.3
CI-29KD	1.6.5.3
CI-30KD	1.6.5.3
CI-31KD	1.6.5.3
CI-38.5KD	1.6.5.3
CI-39KD	1.6.5.3
CI-40KD	1.6.5.3
CI-42.5KD	1.6.5.3
CI-42KD	1.6.5.3
CI-49KD	1.6.5.3
CI-51KD	1.6.5.3
CI-75KD	1.6.5.3
CI-78KD	1.6.5.3
CI-9.5	1.6.5.3
CI-9KD	1.6.5.3
CI-AGGG	1.6.5.3
CI-AQDQ	1.6.5.3
CI-ASHI	1.6.5.3
CI-B12	1.6.5.3
CI-B14	1.6.5.3
CI-B14.5a	1.6.5.3
CI-B14.5b	1.6.5.3
CI-B15	1.6.5.3
CI-B16.6	1.6.5.3
CI-B17	1.6.5.3
CI-B17.2	1.6.5.3
CI-B18	1.6.5.3
CI-B22	1.6.5.3
CI-B8	1.6.5.3
CI-B9	1.6.5.3
CI-KFYI	1.6.5.3
CI-MLRQ	1.6.5.3
CI-MNLL	1.6.5.3
CI-MWFE	1.6.5.3
CI-PDSW	1.6.5.3
CI-PGIV	1.6.5.3
CI-SGDH	1.6.5.3
CIB17.2	1.6.5.3
CIN	3.2.1.26
CIP50	1.8.1.4
CIT1	2.3.3.1
CK	2.7.1.32 / or / 2.7.2.2 / or / 2.7.3.2 / or / 2.7.4.13
CK-2	2.7.11.1
CK-BB	2.7.3.2
CK-MB	2.7.3.2
CK-MM	2.7.3.2
CK-alpha	2.7.1.32
CK-alpha1	2.7.1.32
CK-alpha1/beta	2.7.1.32
CK-alpha2	2.7.1.32
CK-beta	2.7.1.32
CK-like CPS	6.3.4.16
CK1	2.7.11.1
CK1 gamma 1	2.7.11.1
CK1 gamma 2	2.7.11.1
CK1 gamma 3	2.7.11.1
CK1alpha	2.7.11.1
CK1delta	2.7.11.1
CK1epsilon-1	2.7.11.1
CK2	2.7.11.1
CK2-alpha	2.7.11.1
CKA-2	2.7.1.32
CKI	2.7.11.1
CKI-alpha	2.7.11.1
CKI-beta	2.7.11.1
CKI1	2.7.1.32
CKI1-encoded choline kinase	2.7.1.32
CKII	2.7.1.32 / or / 2.7.11.1
CKIepsilon-2	2.7.11.1
CKIepsilon-3	2.7.11.1
CKMiMi	2.7.3.2
CKO	1.5.99.12 / or / 3.5.2.6
CKS	2.7.7.38
CKX	1.5.99.12
CKalpha2	2.7.1.32
CKase	2.7.2.2
CL1	3.4.22.B49
CL2	3.4.22.B60 / or / 4.2.2.3
CL3	2.7.11.17 / or / 3.4.22.B62
CLC	3.1.1.5
CLD	1.13.11.49
CLGAT	2.3.1.35
CLH	3.1.1.14
CLH1	3.1.1.14
CLH2	3.1.1.14
CLH3	3.1.1.14
CLICK-III	2.7.11.17
CLICK-III/CaMKIgamma	2.7.11.17
CLK1	2.7.11.1
CLLI 	5.3.1.15
CLN1 	3.1.2.22
CLN2	3.4.14.9
CLN2 protein	3.4.14.9
CLOA	1.14.14.1
CLP	3.4.21.39
CLP-36 interacting kinase	2.7.11.1
CLRI 	5.3.1.15
CLS	2.4.1.141
CLuc	1.13.12.6
CM	5.4.99.5
CM-1 	5.4.99.5
CM-PD	4.2.1.51
CM-TyrAp	1.3.1.12
CM-TyrAp 	5.4.99.5
CM-prephenate dehydratase 	5.4.99.5
CMAH	1.14.18.2
CMC	5.5.1.7
CMCI	5.5.1.7
CMCase	3.2.1.4
CMCase-I	3.2.1.4
CMCax	3.2.1.4
CMD	4.1.1.44
CMH isomerase	5.3.3.10
CMH-1	3.4.22.60
CMK	2.7.1.148
CML33	6.1.1.20
CMLE	5.5.1.2 / or / 5.5.1.5
CMO	1.14.13.22 / or / 1.14.15.7
CMP kinase	2.7.4.14
CMP sialate pyrophosphorylase	2.7.7.43
CMP-3-deoxy-D-manno-octulosonate pyrophosphorylase	2.7.7.38
CMP-3-deoxy-D-manno-octulosonate synthetase	2.7.7.38
CMP-KDO synthetase	2.7.7.38
CMP-N-acetylneuraminate N-acylneuraminohydrolase	3.1.4.40
CMP-N-acetylneuraminate hydrolase	3.1.4.40
CMP-N-acetylneuraminate synthase	2.7.7.43
CMP-N-acetylneuraminate synthetase	2.7.7.43
CMP-N-acetylneuraminate,NAD(P)H:oxygen oxidoreductase (hydroxylating)	1.14.18.2
CMP-N-acetylneuraminate:alpha-N-acetylgalactosaminide alpha2-->6sialyltransferase	2.4.99.3
CMP-N-acetylneuraminate:beta-D-galactoside alpha2-3 sialyltransferase	2.4.99.4
CMP-N-acetylneuraminate:monosialoganglioside alpha2->3sialyltransferase	2.4.99.2
CMP-N-acetylneuraminic acid	1.14.18.2
CMP-N-acetylneuraminic acid hydroxylase	1.14.18.2
CMP-N-acetylneuraminic acid synthase	2.7.7.43
CMP-N-acetylneuraminic acid synthetase	2.7.7.43
CMP-N-acetylneuraminic acid-glycoprotein sialyltransferase	2.4.99.1
CMP-N-acetylneuraminic acid:lactosylceramide sialyltransferase	2.4.99.11
CMP-N-acylneuraminic acid hydrolase	3.1.4.40
CMP-N-acylneuraminic acid synthetase	2.7.7.43
CMP-NANA synthetase	2.7.7.43
CMP-NANA:GM1 sialyltransferase	2.4.99.2
CMP-NAcNeu:GM3 ganglioside sialyltranferase	2.4.99.8
CMP-Neu5Ac hydroxylase	1.14.18.2
CMP-Neu5Ac synthetase	2.7.7.43
CMP-Neu5Ac: RGalNAcalpha1-O-Ser/Thralpha2,6-sialyltransferase	2.4.99.3
CMP-Neu5Ac:GalNAc alpha2,6-sialyltransferase	2.4.99.3
