1.14.13.93	(+)-abscisic acid 8'-hydroxylase
3.2.1.40	alpha-L-rhamnosidase
5.1.99.4	alpha-Methylacyl-CoA racemase
3.2.1.49	alpha-N-acetylgalactosaminidase
2.4.99.3	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase
3.2.1.50	alpha-N-acetylglucosaminidase
2.4.99.8	alpha-N-acetylneuraminate alpha-2,8-sialyltransferase
2.4.99.7	alpha-N-acetylneuraminyl-2,3-beta-galactosyl-13-N-acetylgalactosaminide 6-alpha-sialyltransferase
3.2.1.55	alpha-N-arabinofuranosidase
3.2.1.158	alpha-agarase
3.1.1.43	alpha-amino-acid esterase
3.2.1.1	alpha-amylase
4.2.3.38	alpha-bisabolene synthase
3.6.3.48	alpha-factor-transporting ATPase
3.2.1.22	alpha-galactosidase
2.7.9.4	alpha-glucan, water dikinase
3.2.1.20	alpha-glucosidase
3.2.1.139	alpha-glucuronidase
3.4.21.12	alpha-lytic endopeptidase
3.2.1.24	alpha-mannosidase
3.2.1.159	alpha-neoagaro-oligosaccharide hydrolase
5.5.1.10	alpha-pinene-oxide decyclase
3.1.3.73	alpha-ribazole phosphatase
1.3.1.47	alpha-santonin 1,2-reductase
2.3.1.108	alpha-tubulin N-acetyltransferase
2.4.1.140	alternansucrase
3.4.21.47	alternative-complement-pathway C3/C5 convertase
4.2.1.7	altronate dehydratase
3.5.1.4	amidase
3.5.3.14	amidinoaspartase
2.4.2.14	amidophosphoribosyltransferase
2.1.1.49	amine N-methyltransferase
1.4.99.3	amine dehydrogenase
2.8.2.3	amine sulfotransferase
2.3.1.1	amino-acid N-acetyltransferase
3.1.1.29	aminoacyl-tRNA hydrolase
3.5.1.14	aminoacylase
4.1.1.24	aminobenzoate decarboxylase
1.2.1.19	aminobutyraldehyde dehydrogenase
1.14.17.4	aminocyclopropanecarboxylate oxidase
4.1.3.38	aminodeoxychorismate lyase
2.6.1.85 (formerly EC 6.3.5.8)	aminodeoxychorismate synthase
2.3.1.81	aminoglycoside N3'-acetyltransferase
2.3.1.82	aminoglycoside N6'-acetyltransferase
3.5.4.8	aminoimidazolase
2.6.1.43	aminolevulinate transaminase
2.1.2.10	aminomethyltransferase
1.2.1.32	aminomuconate-semialdehyde dehydrogenase
3.4.11.6	aminopeptidase B
3.4.11.20	aminopeptidase Ey
3.4.11.22	aminopeptidase I
3.4.11.24 ()	aminopeptidase S
3.4.11.15	aminopeptidase Y
3.6.99.B1 (preliminary BRENDA-supplied EC number)	aminophospholipid translocase
2.7.3.8	ammonia kinase
4.2.3.24	amorpha-4,11-diene synthase
3.2.1.117	amygdalin beta-glucosidase
3.2.1.33	amylo-alpha-1,6-glucosidase
2.4.1.4	amylosucrase
1.14.99.12	androst-4-ene-3,17-dione monooxygenase
3.4.17.B3 (preliminary BRENDA-supplied EC number)	angiotensin-converting enzyme 2
4.2.2.15	anhydrosialidase
1.14.13.38	anhydrotetracycline monooxygenase
2.4.1.115	anthocyanidin 3-O-glucosyltransferase
1.3.1.77	anthocyanidin reductase
2.4.1.238	anthocyanin 3'-O-beta-glucosyltransferase
2.3.1.172	anthocyanin 5-O-glucoside 6'''-O-malonyltransferase
2.3.1.171	anthocyanin 6''-O-malonyltransferase
1.14.12.1	anthranilate 1,2-dioxygenase (deaminating, decarboxylating)
1.14.16.3	anthranilate 3-monooxygenase
1.14.13.35	anthranilate 3-monooxygenase (deaminating)
2.3.1.144	anthranilate N-benzoyltransferase
2.3.1.113	anthranilate N-malonyltransferase
2.1.1.111	anthranilate N-methyltransferase
2.7.7.55	anthranilate adenylyltransferase
2.4.2.18	anthranilate phosphoribosyltransferase
4.1.3.27	anthranilate synthase
6.2.1.32	anthranilate-CoA ligase
1.14.13.40	anthraniloyl-CoA monooxygenase
3.4.24.83	anthrax lethal factor endopeptidase
4.2.3.42	aphidicolan-16beta-ol synthase
2.1.1.75	apigenin 4'-O-methyltransferase
1.1.1.114	apiose 1-reductase
1.13.12.12	apo-beta-carotenoid-14',13'-dioxygenase
3.6.1.5	apyrase
1.16.1.3	aquacobalamin reductase
1.16.1.5	aquacobalamin reductase (NADPH)
3.4.21.111	aqualysin 1
3.2.1.99	arabinan endo-1,5-alpha-L-arabinosidase
3.2.1.89	arabinogalactan endo-1,4-beta-galactosidase
1.13.11.31	arachidonate 12-lipoxygenase
1.13.11.33	arachidonate 15-lipoxygenase
1.13.11.34	arachidonate 5-lipoxygenase
1.13.11.40	arachidonate 8-lipoxygenase
2.3.1.87	aralkylamine N-acetyltransferase
1.4.99.4	aralkylamine dehydrogenase
3.5.3.1	arginase
1.13.12.1	arginine 2-monooxygenase
2.3.1.109	arginine N-succinyltransferase
3.5.3.6	arginine deiminase
2.7.3.3	arginine kinase
2.6.1.84 ()	arginine-pyruvate transaminase
4.3.2.1	argininosuccinate lyase
2.3.2.8	arginyltransferase
4.2.3.9	aristolochene synthase
4.2.1.91	arogenate dehydratase
1.3.1.43	arogenate dehydrogenase
1.3.1.78	arogenate dehydrogenase (NADP+)
1.3.1.79	arogenate dehydrogenase [NAD(P)+]
4.1.1.28	aromatic-L-amino-acid decarboxylase
2.6.1.57	aromatic-amino-acid transaminase
2.6.1.60	aromatic-amino-acid-glyoxylate transaminase
2.3.1.56	aromatic-hydroxylamine O-acetyltransferase
1.20.98.1	arsenate reductase (azurin)
1.20.99.1	arsenate reductase (donor)
1.20.4.1	arsenate reductase (glutaredoxin)
2.1.1.137	arsenite methyltransferase
3.6.3.16	arsenite-transporting ATPase
2.8.2.1	aryl sulfotransferase
3.5.1.13	aryl-acylamidase
1.1.1.90	aryl-alcohol dehydrogenase
1.1.1.91	aryl-alcohol dehydrogenase (NADP+)
1.1.3.7	aryl-alcohol oxidase
1.2.1.29	aryl-aldehyde dehydrogenase
1.2.1.30	aryl-aldehyde dehydrogenase (NADP+)
1.2.3.9	aryl-aldehyde oxidase
2.8.2.22	aryl-sulfate sulfotransferase
2.3.1.5	arylamine N-acetyltransferase
2.4.1.71	arylamine glucosyltransferase
3.1.8.1	aryldialkylphosphatase
3.1.1.2	arylesterase
3.5.1.9	arylformamidase
3.1.6.1	arylsulfatase
3.4.22.7	asclepain
5.3.3.15	ascopyrone tautomerase
1.13.11.13	ascorbate 2,3-dioxygenase
3.5.1.1	asparaginase
2.6.1.14	asparagine-oxo-acid transaminase
6.3.5.6	asparaginyl-tRNA synthase (glutamine-hydrolysing)
1.8.1.11	asparagusate reductase
4.1.1.11	aspartate 1-decarboxylase
4.1.1.12	aspartate 4-decarboxylase
2.3.1.17	aspartate N-acetyltransferase
4.3.1.1	aspartate ammonia-lyase
2.1.3.2	aspartate carbamoyltransferase
1.4.1.21	aspartate dehydrogenase
2.7.2.4	aspartate kinase
2.6.1.1	aspartate transaminase
6.3.1.4	aspartate-ammonia ligase (ADP-forming)
2.6.1.70	aspartate-phenylpyruvate transaminase
2.6.1.78	aspartate-prephenate aminotransferase
1.2.1.11	aspartate-semialdehyde dehydrogenase
6.1.1.23	aspartate-tRNAAsn ligase
3.5.1.15	aspartoacylase
3.4.11.21	aspartyl aminopeptidase
2.3.2.7	aspartyltransferase
2.5.1.35	aspulvinone dimethylallyltransferase
3.4.21.97	assemblin
3.4.24.21	astacin
3.8.1.8	atrazine chlorohydrolase
3.4.24.1	atrolysin A
3.4.24.41	atrolysin B
3.4.24.42	atrolysin C
3.4.24.44	atrolysin E
3.4.24.45	atrolysin F
3.4.24.43	atroxase
3.4.24.29	aureolysin
1.21.3.6	aureusidin synthase
1.7.1.6	azobenzene reductase
3.4.24.28	bacillolysin
3.4.11.10	bacterial leucyl aminopeptidase
3.5.2.1	barbiturase
1.2.1.28	benzaldehyde dehydrogenase (NAD+)
1.2.1.7	benzaldehyde dehydrogenase (NADP+)
1.14.12.3	benzene 1,2-dioxygenase
1.14.12.10	benzoate 1,2-dioxygenase
1.14.13.12	benzoate 4-monooxygenase
4.1.2.38	benzoin aldolase
1.1.1.217	benzyl-2-methyl-hydroxybutyrate dehydrogenase
4.1.99.11	benzylsuccinate synthase
1.14.21.3	berbamunine synthase
1.5.1.31	berberine reductase
2.4.1.146	beta-1,3-galactosyl-O-glycosyl-glycoproteinbeta-1,3-N-acetylglucosaminyltransferase
2.4.1.102	beta-1,3-galactosyl-O-glycosyl-glycoproteinbeta-1,6-N-acetylglucosaminyltransferase
2.4.1.144	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
3.4.13.20	beta-Ala-His dipeptidase
3.2.1.38	beta-D-fucosidase
3.2.1.88	beta-L-arabinosidase
3.2.1.43	beta-L-rhamnosidase
3.4.24.32	beta-Lytic metalloendopeptidase
3.2.1.53	beta-N-acetylgalactosaminidase
2.4.1.38	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase
3.2.1.52	beta-N-acetylhexosaminidase
5.4.2.6	beta-Phosphoglucomutase
2.7.11.15	beta-adrenergic-receptor kinase
3.2.1.81	beta-agarase
2.6.1.18	beta-alanine-pyruvate transaminase
1.5.1.26	beta-alanopine dehydrogenase
4.3.1.6	beta-alanyl-CoA ammonia-lyase
3.2.1.2	beta-amylase
5.4.99.B1 (preliminary BRENDA-supplied EC number)	beta-amyrin synthase
3.2.1.161	beta-apiosyl-beta-glucosidase
3.2.2.11	beta-aspartyl-N-acetylglucosaminidase
3.4.19.5	beta-aspartyl-peptidase
1.14.99.36	beta-carotene 15,15'-monooxygenase
1.21.99.1	beta-cyclopiazonate dehydrogenase
3.7.1.7	beta-diketone hydrolase
3.2.1.26	beta-fructofuranosidase
3.2.1.146	beta-galactofuranosidase
3.2.1.23	beta-galactosidase
2.4.99.4	beta-galactoside alpha-2,3-sialyltransferase
2.4.99.1	beta-galactoside alpha-2,6-sialyltransferase
2.4.1.163	beta-galactosyl-N-acetylglucosaminylgalactosylglucosyl-ceramidebeta-1,3-acetylglucosaminyltransferase
3.6.3.42	beta-glucan-transporting ATPase
2.3.1.90	beta-glucogallin O-galloyltransferase
2.3.1.143	beta-glucogallin-tetrakisgalloylglucose O-galloyltransferase
3.2.1.21	beta-glucosidase
2.7.1.85	beta-glucoside kinase
3.2.1.31	beta-glucuronidase
2.3.1.41	beta-ketoacyl-acyl-carrier-protein synthase I
2.3.1.179	beta-ketoacyl-acyl-carrier-protein synthase II
2.3.1.180	beta-ketoacyl-acyl-carrier-protein synthase III
3.5.2.6	beta-lactamase
5.4.3.3	beta-lysine 5,6-aminomutase
3.2.1.25	beta-mannosidase
2.4.1.199	beta-mannosylphosphodecaprenol-mannooligosaccharide6-mannosyltransferase
1.3.1.16	beta-nitroacrylate reductase
3.2.1.149	beta-primeverosidase
2.5.1.51	beta-pyrazolylalanine synthase
3.5.1.6	beta-ureidopropionase
1.21.4.4	betaine reductase
1.2.1.8	betaine-aldehyde dehydrogenase
2.1.1.5	betaine-homocysteine S-methyltransferase
1.14.21.7	biflaviolin synthase
2.3.1.65	bile acid-CoA:amino acid N-acyltransferase
4.2.1.106	bile-acid 7alpha-dehydratase
1.17.99.5	bile-acid 7alpha-dehydroxylase
3.1.2.26	bile-acid-CoA hydrolase
2.8.2.14	bile-salt sulfotransferase
1.3.3.5	bilirubin oxidase
2.4.1.95	bilirubin-glucuronoside glucuronosyltransferase
1.3.1.24	biliverdin reductase
1.3.1.46	biochanin-A reductase
2.8.1.6	biotin synthase
4.1.1.89	biotin-dependent malonate decarboxylase
4.1.1.88	biotin-independent malonate decarboxylase
3.5.1.12	biotinidase
1.14.12.18	biphenyl 2,3-dioxygenase
2.3.1.177	biphenyl synthase
1.13.11.39	biphenyl-2,3-diol 1,2-dioxygenase
3.1.1.60	bis(2-ethylhexyl)phthalate esterase
3.6.1.29	bis(5'-adenosyl)-triphosphatase
3.6.1.17	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical)
3.6.1.41	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
1.8.1.13	bis-gamma-glutamylcystine reductase
3.1.3.13	bisphosphoglycerate phosphatase
3.5.1.84	biuret amidohydrolase
3.5.4.23	blasticidin-S deaminase
3.4.22.40	bleomycin hydrolase
3.2.1.102	blood-group-substance endo-1,4-beta-galactosidase
3.4.24.69	bontoxilysin
5.5.1.8	bornyl diphosphate synthase
3.4.24.50	bothrolysin
3.4.24.49	bothropasin
3.4.23.B9 (preliminary BRENDA-supplied EC number)	bovine leukemia virus protease
3.4.21.32	brachyurin
4.1.1.72	branched-chain-2-oxoacid decarboxylase
2.6.1.42	branched-chain-amino-acid transaminase
2.7.2.14	branched-chain-fatty-acid kinase
3.2.1.115	branched-dextran exo-1,2-alpha-glucosidase
1.11.1.B7 (preliminary BRENDA-supplied EC number)	bromide peroxidase (heme-containing)
1.11.1.B8 (preliminary BRENDA-supplied EC number)	bromide peroxidase (metal-containing)
1.11.1.B4 (preliminary BRENDA-supplied EC number)	bromide peroxidase (vanadium-containing)
3.5.5.6	bromoxynil nitrilase
1.2.1.57	butanal dehydrogenase
2.7.2.7	butyrate kinase
2.8.3.9	butyrate-acetoacetate CoA-transferase
1.3.99.2	butyryl-CoA dehydrogenase
2.7.11.11	cAMP-dependent protein kinase
2.7.11.12	cGMP-dependent protein kinase
3.6.3.46	cadmium-transporting ATPase
1.13.11.22	caffeate 3,4-dioxygenase
2.1.1.68	caffeate O-methyltransferase
2.1.1.160	caffeine synthase
2.1.1.104	caffeoyl-CoA O-methyltransferase
1.14.13.13	calcidiol 1-monooxygenase
3.1.3.55	caldesmon-phosphatase
3.1.26.4	calf thymus ribonuclease H
3.4.22.66 ()	calicivirin
2.1.1.60	calmodulin-lysine N-methyltransferase
3.4.22.B30 (preliminary BRENDA-supplied EC number)	calpain 10
3.4.22.B31 (preliminary BRENDA-supplied EC number)	calpain 11
3.4.22.B32 (preliminary BRENDA-supplied EC number)	calpain 12
3.4.22.B35 (preliminary BRENDA-supplied EC number)	calpain 15
3.4.22.B24 (preliminary BRENDA-supplied EC number)	calpain 4
3.4.22.B25 (preliminary BRENDA-supplied EC number)	calpain 5
3.4.22.B26 (preliminary BRENDA-supplied EC number)	calpain 6
3.4.22.B27 (preliminary BRENDA-supplied EC number)	calpain 7
3.4.22.B28 (preliminary BRENDA-supplied EC number)	calpain 8
3.4.22.B29 (preliminary BRENDA-supplied EC number)	calpain 9
3.4.22.B36 (preliminary BRENDA-supplied EC number)	calpain A
3.4.22.B37 (preliminary BRENDA-supplied EC number)	calpain B
3.4.22.B38 (preliminary BRENDA-supplied EC number)	calpain C
3.4.22.52	calpain-1
3.4.22.53	calpain-2
3.4.22.54 ()	calpain-3
1.14.99.B1 (preliminary BRENDA-supplied EC number)	campesterol 22-hydroxylase
1.14.15.2	camphor 1,2-monooxygenase
1.14.13.B1 (preliminary BRENDA-supplied EC number)	camphor 1,6-monooxygenase
1.14.15.1	camphor 5-monooxygenase
5.3.99.8	capsanthin/capsorubin synthase
3.2.1.87	capsular-polysaccharide endo-1,3-alpha-galactosidase
3.6.3.38	capsular-polysaccharide-transporting ATPase
2.7.2.2	carbamate kinase
4.3.1.13	carbamoyl-serine ammonia-lyase
1.2.99.2	carbon-monoxide dehydrogenase (acceptor)
1.2.2.4	carbon-monoxide dehydrogenase (cytochrome b-561)
1.2.7.4	carbon-monoxide dehydrogenase (ferredoxin)
4.2.1.1	carbonate dehydratase
1.1.1.184	carbonyl reductase (NADPH)
4.3.99.2	carboxybiotin decarboxylase
3.1.1.1	carboxylesterase
3.1.1.45	carboxymethylenebutenolidase
3.5.2.4	carboxymethylhydantoinase
4.2.99.12	carboxymethyloxysuccinate lyase
3.4.17.B1 (preliminary BRENDA-supplied EC number)	carboxypeptidase 1
3.4.17.1	carboxypeptidase A
3.4.17.15	carboxypeptidase A2
3.4.17.2	carboxypeptidase B
3.4.16.5	carboxypeptidase C
3.4.16.6	carboxypeptidase D
3.4.17.10	carboxypeptidase E
3.4.17.12	carboxypeptidase M
3.4.17.18	carboxypeptidase T
2.7.8.23	carboxyvinyl-carboxyphosphonate phosphorylmutase
3.5.1.73	carnitinamidase
1.1.1.108	carnitine 3-dehydrogenase
2.3.1.7	carnitine O-acetyltransferase
2.3.1.137	carnitine O-octanoyltransferase
2.3.1.21	carnitine O-palmitoyltransferase
4.2.1.89	carnitine dehydratase
2.1.1.22	carnosine N-methyltransferase
1.1.1.243	carveol dehydrogenase
1.3.99.25	carvone reductase
4.2.3.8	casbene synthase
3.4.22.36	caspase-1
3.4.22.63 ()	caspase-10
3.4.22.64 ()	caspase-11
3.4.22.55 ()	caspase-2
3.4.22.56 ()	caspase-3
3.4.22.57 ()	caspase-4
3.4.22.58 ()	caspase-5
3.4.22.59 ()	caspase-6
3.4.22.60 ()	caspase-7
3.4.22.61 ()	caspase-8
3.4.22.62 ()	caspase-9
1.11.1.6	catalase
1.13.11.1	catechol 1,2-dioxygenase
1.13.11.2	catechol 2,3-dioxygenase
2.1.1.6	catechol O-methyltransferase
1.10.3.1	catechol oxidase
1.1.3.14	catechol oxidase (dimerizing)
3.4.22.1	cathepsin B
3.4.22.B6 (preliminary BRENDA-supplied EC number)	cathepsin B-like protease
3.4.23.5	cathepsin D
3.4.22.41	cathepsin F
3.4.21.20	cathepsin G
3.4.22.16	cathepsin H
3.4.22.15	cathepsin L
3.4.22.B49 (preliminary BRENDA-supplied EC number)	cathepsin L1
3.4.22.B60 (preliminary BRENDA-supplied EC number)	cathepsin L2
3.4.22.B62 (preliminary BRENDA-supplied EC number)	cathepsin L3
3.4.22.B61 (preliminary BRENDA-supplied EC number)	cathepsin L5
3.4.22.42	cathepsin O
3.4.22.27	cathepsin S
3.4.22.43	cathepsin V
3.4.18.1	cathepsin X
1.1.99.18	cellobiose dehydrogenase (acceptor)
1.1.3.25	cellobiose oxidase
2.4.1.20	cellobiose phosphorylase
2.4.1.49	cellodextrin phosphorylase
3.2.1.4	cellulase
3.2.1.91	cellulose 1,4-beta-cellobiosidase
2.4.1.29	cellulose synthase (GDP-forming)
2.4.1.12	cellulose synthase (UDP-forming)
3.1.6.7	cellulose-polysulfatase
3.1.1.41	cephalosporin-C deacetylase
2.6.1.74	cephalosporin-C transaminase
3.5.1.23	ceramidase
2.7.8.3	ceramide cholinephosphotransferase
2.4.1.80	ceramide glucosyltransferase
2.7.1.138	ceramide kinase
3.1.6.8	cerebroside-sulfatase
3.4.21.48	cerevisin
3.1.1.70	cetraxate benzylesterase
3.6.3.49	channel-conductance-controlling ATPase
3.6.4.9	chaperonin ATPase
3.5.1.74	chenodeoxycholoyltaurine hydrolase
3.5.1.41	chitin deacetylase
3.5.1.B2 (preliminary BRENDA-supplied EC number)	chitin oligosaccharide deacetylase
2.4.1.16	chitin synthase
3.2.1.14	chitinase
2.4.1.142	chitobiosyldiphosphodolichol beta-mannosyltransferase
3.2.1.132	chitosanase
2.3.1.28	chloramphenicol O-acetyltransferase
1.97.1.1	chlorate reductase
1.1.1.225	chlordecone reductase
1.13.11.36	chloridazon-catechol dioxygenase
2.1.1.B2 (preliminary BRENDA-supplied EC number)	chloride methyltransferase
1.11.1.10	chloride peroxidase
1.11.1.B2 (preliminary BRENDA-supplied EC number)	chloride peroxidase (vanadium-containing)
1.13.11.49	chlorite O2-lyase
3.1.1.42	chlorogenate hydrolase
2.3.1.98	chlorogenate-glucarate O-hydroxycinnamoyltransferase
2.1.1.136	chlorophenol O-methyltransferase
2.5.1.62	chlorophyll synthase
1.1.1.294	chlorophyll(ide) b reductase
3.1.1.14	chlorophyllase
1.13.12.14	chlorophyllide-a oxygenase
3.6.3.52	chloroplast protein-transporting ATPase
1.1.1.181	cholest-5-ene-3beta,7alpha-diol 3beta-dehydrogenase
1.1.1.161	cholestanetetraol 26-dehydrogenase
1.14.13.15	cholestanetriol 26-monooxygenase
5.3.3.5	cholestenol DELTA-isomerase
1.3.1.22	cholestenone 5alpha-reductase
1.14.13.98	cholesterol 24-hydroxylase
1.14.99.38	cholesterol 25-hydroxylase
1.14.13.17	cholesterol 7alpha-monooxygenase
1.14.15.6	cholesterol monooxygenase (side-chain-cleaving)
1.1.3.6	cholesterol oxidase
3.3.2.11	cholesterol-5,6-oxide hydrolase
2.3.1.6	choline O-acetyltransferase
1.1.99.1	choline dehydrogenase
2.7.1.32	choline kinase
1.14.15.7	choline monooxygenase
1.1.3.17	choline oxidase
2.8.2.6	choline sulfotransferase
2.7.7.15	choline-phosphate cytidylyltransferase
3.1.6.6	choline-sulfatase
3.1.1.8	cholinesterase
3.1.2.27	choloyl-CoA hydrolase
3.5.1.24	choloylglycine hydrolase
3.1.6.9	chondro-4-sulfatase
3.1.6.10	chondro-6-sulfatase
2.8.2.5	chondroitin 4-sulfotransferase
2.8.2.17	chondroitin 6-sulfotransferase
4.2.2.5	chondroitin AC lyase
4.2.2.19	chondroitin B lyase
5.1.3.19	chondroitin-glucuronate 5-epimerase
4.2.2.20	chondroitin-sulfate-ABC endolyase
4.2.2.21	chondroitin-sulfate-ABC exolyase
3.4.24.67	choriolysin H
3.4.24.66	choriolysin L
4.1.3.40	chorismate lyase
4.2.3.5	chorismate synthase
2.5.1.67	chrysanthemyl diphosphate synthase
3.4.21.39	chymase
3.4.22.6	chymopapain
3.4.23.4	chymosin
3.4.21.1	chymotrypsin
3.4.21.2	chymotrypsin C
2.4.1.177	cinnamate beta-D-glucosyltransferase
1.2.1.44	cinnamoyl-CoA reductase
2.8.3.17	cinnamoyl-CoA:phenyllactate CoA-transferase
1.1.1.195	cinnamyl-alcohol dehydrogenase
1.3.1.29	cis-1,2-dihydro-1,2-dihydroxynaphthalene dehydrogenase
1.3.1.19	cis-1,2-dihydrobenzene-1,2-diol dehydrogenase
1.3.1.67	cis-1,2-dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylatedehydrogenase
1.3.1.56	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase
1.3.1.37	cis-2-enoyl-CoA reductase (NADPH)
1.3.1.49	cis-3,4-dihydrophenanthrene-3,4-diol dehydrogenase
1.3.1.66	cis-dihydroethylcatechol dehydrogenase
2.4.1.209	cis-p-coumarate glucosyltransferase
2.4.1.215	cis-zeatin O-beta-D-glucosyltransferase
2.8.3.11	citramalate CoA-transferase
4.1.3.22	citramalate lyase
4.1.3.25	citramalyl-CoA lyase
2.3.3.3	citrate (Re)-synthase
2.3.3.1	citrate (Si)-synthase
4.1.3.6	citrate (pro-3S)-lyase
2.8.3.10	citrate CoA-transferase
2.7.7.61	citrate lyase holo-[acyl-carrier protein] synthase
6.2.1.18	citrate-CoA ligase
3.1.2.16	citrate-lyase deacetylase
1.3.99.B2 (preliminary BRENDA-suppplied EC number)	citronellyl-CoA dehydrogenase
3.5.1.20	citrullinase
4.1.3.34	citryl-CoA lyase
3.4.21.43	classical-complement-pathway C3/C5 convertase
1.14.11.21	clavaminate synthase
3.4.22.8	clostripain
3.4.21.22	coagulation factor IXa
3.4.21.21	coagulation factor VIIa
3.4.21.38	coagulation factor XIIa
3.4.21.27	coagulation factor XIa
3.4.21.6	coagulation factor Xa
2.5.1.17	cob(I)yrinic acid a,c-diamide adenosyltransferase
1.16.1.4	cob(II)alamin reductase
1.16.8.1	cob(II)yrinic acid a,c-diamide reductase
2.1.1.151	cobalt-factor II C20-methyltransferase
6.6.1.2	cobaltochelatase
3.4.24.30	coccolysin
1.1.1.247	codeinone reductase (NADPH)
1.12.98.1	coenzyme F420 hydrogenase
2.8.4.1	coenzyme-B sulfoethylthiotransferase
2.1.1.118	columbamine O-methyltransferase
1.21.3.2	columbamine oxidase
3.4.21.46	complement factor D
3.4.21.45	complement factor I
3.4.21.41	complement subcomponent C1r
3.4.21.42	complement subcomponent C1s
3.2.1.126	coniferin beta-glucosidase
1.1.1.194	coniferyl-alcohol dehydrogenase
2.4.1.111	coniferyl-alcohol glucosyltransferase
1.2.1.68	coniferyl-aldehyde dehydrogenase
5.5.1.12	copalyl diphosphate synthase
1.3.99.22	coproporphyrinogen dehydrogenase
1.3.3.3	coproporphyrinogen oxidase
1.14.15.5	corticosterone 18-monooxygenase
2.3.1.27	cortisol O-acetyltransferase
2.8.2.18	cortisol sulfotransferase
1.3.1.4	cortisone alpha-reductase
2.1.1.147	corydaline synthase
3.5.3.3	creatinase
2.7.3.2	creatine kinase
3.5.2.10	creatininase
3.5.4.21	creatinine deaminase
3.1.22.4	crossover junction endodeoxyribonuclease
3.4.22.51	cruzipain
3.4.21.B49 (preliminary BRENDA-supplied EC number)	ctpB peptidase
3.4.21.25	cucumisin
1.3.1.5	cucurbitacin DELTA23-reductase
3.1.1.74	cutinase
4.2.1.69	cyanamide hydratase
4.2.1.104	cyanase
4.2.1.66	cyanide hydratase
2.4.1.116	cyanidin 3-O-rutinoside 5-O-glucosyltransferase
3.5.5.4	cyanoalanine nitrilase
1.16.1.6	cyanocobalamin reductase (cyanide-eliminating)
2.4.1.85	cyanohydrin beta-glucosyltransferase
6.3.2.30 ()	cyanophycin synthase (L-arginine-adding)
6.3.2.29 ()	cyanophycin synthase (L-aspartate-adding)
3.4.15.6 ()	cyanophycinase
3.5.2.15	cyanuric acid amidohydrolase
3.10.1.2	cyclamate sulfohydrolase
1.1.5.B4 (preliminary BRENDA-supplied EC number)	cyclic alcohol dehydrogenase
3.1.4.52	cyclic-guanylate-specific phosphodiesterase
2.7.11.22	cyclin-dependent kinase
2.1.1.142	cycloartenol 24-C-methyltransferase
4.2.1.100	cyclohexa-1,5-dienecarbonyl-CoA hydratase
1.1.1.174	cyclohexane-1,2-diol dehydrogenase
3.7.1.10	cyclohexane-1,3-dione hydrolase
1.1.1.245	cyclohexanol dehydrogenase
1.14.13.22	cyclohexanone monooxygenase
4.2.1.103	cyclohexyl-isocyanide hydratase
1.4.3.12	cyclohexylamine oxidase
2.4.1.19	cyclomaltodextrin glucanotransferase
3.2.1.54	cyclomaltodextrinase
1.1.1.163	cyclopentanol dehydrogenase
1.14.13.16	cyclopentanone monooxygenase
2.1.1.79	cyclopropane-fatty-acyl-phospholipid synthase
4.4.1.8	cystathionine beta-lyase
4.4.1.1	cystathionine gamma-lyase
2.5.1.48	cystathionine gamma-synthase
1.13.11.19	cysteamine dioxygenase
2.8.1.7	cysteine desulfurase
1.13.11.20	cysteine dioxygenase
4.4.1.10	cysteine lyase
2.5.1.47	cysteine synthase
2.6.1.3	cysteine transaminase
2.3.1.80	cysteine-S-conjugate N-acetyltransferase
4.4.1.13	cysteine-S-conjugate beta-lyase
2.6.1.75	cysteine-conjugate transaminase
1.8.1.6	cystine reductase
3.4.11.3	cystinyl aminopeptidase
3.5.4.5	cytidine deaminase
4.6.1.6	cytidylate cyclase
